Text,Keywords
,[]
Three new tripeptide derivatives asterripeptides A-C (,"['three new tripeptide derivatives asterripeptides', 'c']"
"FGFC1, an active compound isolated from the culture of marine fungi ","['active compound isolated', 'marine fungi', 'fgfc1', 'culture']"
"Colorectal cancer is one of the most common cancers diagnosed in the world. Chemotheraphy is one of the most common methods used for the pharmacological treatment of this cancer patients. Nevertheless, the adverse effect of chemotherapy is not optimized for improving the quality of life of people who are older, who are the most vulnerable subpopulation. This review presents recent updates regarding secondary metabolites derived from marine fungi and actinobacteria as novel alternatives for cytotoxic agents against colorectal cancer cell lines HCT116, HT29, HCT15, RKO, Caco-2, and SW480. The observed marine-derived fungi were from the species ","['review presents recent updates regarding secondary metabolites derived', 'colorectal cancer cell lines hct116', 'common methods used', 'common cancers diagnosed', 'derived fungi', 'colorectal cancer', 'cancer patients', 'vulnerable subpopulation', 'pharmacological treatment', 'observed marine', 'novel alternatives', 'marine fungi', 'cytotoxic agents', 'adverse effect', 'world', 'sw480', 'species', 'rko', 'quality', 'people', 'optimized', 'one', 'one', 'older', 'nevertheless', 'life', 'improving', 'ht29', 'hct15', 'chemotherapy', 'chemotheraphy', 'caco', 'actinobacteria', '2']"
The chemical investigation of the Mediterranean ascidian ,"['mediterranean ascidian', 'chemical investigation']"
"Sponges are at the forefront of marine natural product research. In the deep sea, extreme conditions have driven secondary metabolite pathway evolution such that we might expect deep-sea sponges to yield a broad range of unique natural products. Here, we investigate the chemodiversity of a deep-sea tetractinellid sponge, ","['driven secondary metabolite pathway evolution', 'marine natural product research', 'unique natural products', 'sea tetractinellid sponge', 'might expect deep', 'deep sea', 'extreme conditions', 'broad range', 'sea sponges', 'deep', 'sponges', 'yield', 'investigate', 'forefront', 'chemodiversity']"
"Phylum Cnidaria has been an excellent source of natural products, with thousands of metabolites identified. Many of these have not been screened in bioassays. The aim of this study was to explore the potential of 5600 Cnidaria natural products (after excluding those known to derive from microbial symbionts), using a systematic approach based on chemical space, drug-likeness, predicted toxicity, and virtual screens. Previous drug-likeness measures: the rule-of-five, quantitative estimate of drug-likeness (QED), and relative drug likelihoods (RDL) are based on a relatively small number of molecular properties. We augmented this approach using reference drug and toxin data sets defined for 51 predicted molecular properties. Cnidaria natural products overlap with drugs and toxins in this chemical space, although a multivariate test suggests that there are some differences between the groups. In terms of the established drug-likeness measures, Cnidaria natural products have generally lower QED and RDL scores than drugs, with a higher prevalence of metabolites that exceed at least one rule-of-five threshold. An index of drug-likeness that includes predicted toxicity (ADMET-score), however, found that Cnidaria natural products were more favourable than drugs. A measure of the distance of individual Cnidaria natural products to the centre of the drug distribution in multivariate chemical space was related to RDL, ADMET-score, and the number of rule-of-five exceptions. This multivariate similarity measure was negatively correlated with the QED score for the same metabolite, suggesting that the different approaches capture different aspects of the drug-likeness of individual metabolites. The contrasting of different drug similarity measures can help summarise the range of drug potential in the Cnidaria natural product data set. The most favourable metabolites were around 210-265 Da, quite often sesquiterpenes, with a moderate degree of complexity. Virtual screening against cancer-relevant targets found wide evidence of affinities, with Glide scores <-7 in 19% of the Cnidaria natural products.","['different approaches capture different aspects', 'relevant targets found wide evidence', 'cnidaria natural product data set', 'toxin data sets defined', 'microbial symbionts ), using', 'glide scores <- 7', 'cnidaria natural products overlap', '5600 cnidaria natural products', 'approach using reference drug', 'individual cnidaria natural products', '51 predicted molecular properties', 'different drug similarity measures', 'cnidaria natural products', 'cnidaria natural products', 'cnidaria natural products', 'quite often sesquiterpenes', 'multivariate test suggests', 'systematic approach based', 'multivariate similarity measure', 'includes predicted toxicity', 'generally lower qed', 'relative drug likelihoods', 'score ), however', 'relatively small number', 'multivariate chemical space', 'least one rule', 'natural products', 'molecular properties', 'predicted toxicity', 'phylum cnidaria', 'qed ),', 'individual metabolites', 'chemical space', 'chemical space', 'qed score', 'rdl scores', 'previous drug', 'established drug', 'drug distribution', 'virtual screens', 'virtual screening', 'quantitative estimate', 'negatively correlated', 'moderate degree', 'likeness measures', 'likeness measures', 'higher prevalence', 'help summarise', 'excellent source', 'around 210', '265 da', 'metabolites identified', 'five threshold', 'five exceptions', 'drug potential', 'favourable metabolites', 'found', 'drug', 'drug', 'drug', 'drug', 'score', 'number', 'measure', 'based', 'metabolites', 'rule', 'rule', 'five', 'potential', 'favourable', 'rdl', 'rdl', 'likeness', 'likeness', 'likeness', 'likeness', 'toxins', 'thousands', 'terms', 'suggesting', 'study', 'screened', 'related', 'range', 'metabolite', 'many', 'known', 'index', 'groups', 'explore', 'excluding', 'exceed', 'drugs', 'drugs', 'drugs', 'distance', 'differences', 'derive', 'contrasting', 'complexity', 'centre', 'cancer', 'bioassays', 'augmented', 'although', 'aim', 'affinities', 'admet', 'admet', '19']"
"In the past decade, several antibodies directed against the PD-1/PD-L1 interaction have been approved. However, therapeutic antibodies also exhibit some shortcomings. Using small molecules to regulate the PD-1/PD-L1 pathway may be another way to mobilize the immune system to fight cancer.
52,765 marine natural products were screened against PD-L1(PDBID: 6R3K). To identify natural compounds, a structure-based pharmacophore model was generated, following by virtual screening and molecular docking. Then, the absorption, distribution, metabolism, and excretion (ADME) test was carried out to select the most suitable compounds. Finally, molecular dynamics simulation was also performed to validate the binding property of the top compound.
Initially, 12 small marine molecules were screened based on the pharmacophore model. Then, two compounds were selected for further evaluation based on the molecular docking scores. After ADME and toxicity studies, molecule 51320 was selected for further verification. By molecular dynamics analysis, molecule 51320 maintains a stable conformation with the target protein, so it has the chance to become an inhibitor of PD-L1.
Through structure-based pharmacophore modeling, virtual screening, molecular docking, ADMET approaches, and molecular dynamics (MD) simulation, the marine natural compound 51320 can be used as a small molecule inhibitor of PD-L1.","['765 marine natural products', '12 small marine molecules', 'therapeutic antibodies also exhibit', 'marine natural compound 51320', 'using small molecules', 'several antibodies directed', 'identify natural compounds', 'molecule 51320 maintains', 'molecular dynamics analysis', 'based pharmacophore modeling', 'small molecule inhibitor', 'molecular docking scores', 'based pharmacophore model', 'l1 pathway may', 'molecular dynamics simulation', 'molecule 51320', 'pharmacophore model', 'molecular dynamics', 'top compound', 'also performed', 'molecular docking', 'molecular docking', 'evaluation based', 'two compounds', 'suitable compounds', 'virtual screening', 'virtual screening', 'toxicity studies', 'target protein', 'stable conformation', 'screened based', 'past decade', 'immune system', 'fight cancer', 'binding property', 'another way', 'admet approaches', '6r3k ).', 'l1 interaction', 'simulation', 'inhibitor', 'l1', 'l1', 'l1', 'screened', 'verification', 'validate', 'used', 'test', 'structure', 'structure', 'shortcomings', 'selected', 'selected', 'select', 'regulate', 'pdbid', 'pd', 'pd', 'pd', 'pd', 'pd', 'pd', 'pd', 'mobilize', 'metabolism', 'md', 'initially', 'however', 'generated', 'following', 'finally', 'excretion', 'distribution', 'chance', 'carried', 'become', 'approved', 'adme', 'adme', 'absorption', '52', '1', '1']"
"Peanut worms (Sipunculids) are unsegmented marine worms that usually inhabit shallow waters. Peanut worms are good source of bioactive compounds including peptides and polysaccharides. Many recent studies have investigated the bioactive properties of peptides and polysaccharides derived from peanut worms in order to enhance their applications in food and pharmaceutical industries. The peptides and polysaccharides isolated from peanut worms have been reported to possess anti-hypertensive, anti-oxidant, immunomodulatory, anti-inflammatory, anti-cancer, anti-hypoxia and wound healing activities through the modulation of various molecular mechanisms. Most researchers used in vitro, cell culture and animal models for the determination of bioactivities of peanut worm derived compounds. However, studies in humans have not been performed considerably. Therefore, it is important to conduct more human studies for better utilization of marine bioactive compounds (peptides and polysaccharides) derived from peanut worms. This review mainly focuses on the bioactive properties of peptides and polysaccharides of peanut worms and their molecular mechanisms.","['usually inhabit shallow waters', 'peanut worm derived compounds', 'bioactive compounds including peptides', 'marine bioactive compounds', 'wound healing activities', 'review mainly focuses', 'unsegmented marine worms', 'various molecular mechanisms', 'many recent studies', 'molecular mechanisms', 'bioactive properties', 'bioactive properties', 'peanut worms', 'peanut worms', 'peanut worms', 'peanut worms', 'peanut worms', 'peanut worms', 'researchers used', 'pharmaceutical industries', 'performed considerably', 'human studies', 'good source', 'cell culture', 'better utilization', 'animal models', 'polysaccharides derived', 'polysaccharides isolated', 'possess anti', 'derived', 'studies', 'peptides', 'peptides', 'peptides', 'peptides', 'polysaccharides', 'polysaccharides', 'polysaccharides', 'anti', 'anti', 'anti', 'anti', 'vitro', 'therefore', 'sipunculids', 'reported', 'oxidant', 'order', 'modulation', 'investigated', 'inflammatory', 'important', 'immunomodulatory', 'hypoxia', 'hypertensive', 'humans', 'however', 'food', 'enhance', 'determination', 'conduct', 'cancer', 'bioactivities', 'applications']"
"Fucoidan compounds may increase immune activity and are known to have cancer inhibitory effects in vitro and in vivo. In this study, we aimed to investigate the effect of fucoidan compounds on ex vivo human peripheral blood mononuclear cells (PBMCs), and to determine their cancer cell killing activity both solely, and in combination with an immune-checkpoint inhibitor drug, Nivolumab. Proliferation of PBMCs and interferon gamma (IFNγ) release were assessed in the presence of fucoidan compounds extracted from ","['ex vivo human peripheral blood mononuclear cells', 'fucoidan compounds may increase immune activity', 'cancer cell killing activity', 'fucoidan compounds extracted', 'cancer inhibitory effects', 'checkpoint inhibitor drug', 'fucoidan compounds', 'vivo', 'interferon gamma', 'pbmcs ),', 'immune', 'pbmcs', 'vitro', 'study', 'solely', 'release', 'proliferation', 'presence', 'nivolumab', 'known', 'investigate', 'ifnγ', 'effect', 'determine', 'combination', 'assessed', 'aimed']"
"This review article offers an overview of the differences between traditional energy integrating (EI) X-ray imaging and the new technique of X-ray photon counting spectral imaging (x-CSI). The review is motivated by the need to image gold nanoparticles (AuNP) in vivo if they are to be used clinically to deliver a radiotherapy dose-enhancing effect (RDEE). The aim of this work is to familiarise the reader with x-CSI as a technique and to draw attention to how this technique will need to develop to be of clinical use for the described oncological applications. This article covers the conceptual differences between x-CSI and EI approaches, the advantages of x-CSI, constraints on x-CSI system design, and the achievements of x-CSI in AuNP quantification. The results of the review show there are still approximately two orders of magnitude between the AuNP concentrations used in RDEE applications and the demonstrated detection limits of x-CSI. Two approaches to overcome this were suggested: changing AuNP design or changing x-CSI system design. Optimal system parameters for AuNP detection and general spectral performance as determined by simulation studies were different to those used in the current x-CSI systems, indicating potential gains that may be made with this approach.","['ray photon counting spectral imaging', 'still approximately two orders', 'general spectral performance', 'traditional energy integrating', 'optimal system parameters', 'indicating potential gains', 'image gold nanoparticles', 'described oncological applications', 'demonstrated detection limits', 'changing aunp design', 'csi system design', 'csi system design', 'review article offers', 'aunp concentrations used', 'ray imaging', 'two approaches', 'aunp detection', 'rdee applications', 'article covers', 'aunp quantification', 'used clinically', 'simulation studies', 'review show', 'rdee ).', 'radiotherapy dose', 'enhancing effect', 'draw attention', 'clinical use', 'changing x', 'csi systems', 'csi ).', 'ei approaches', 'conceptual differences', 'new technique', 'current x', 'aunp', 'used', 'review', 'csi', 'csi', 'csi', 'csi', 'csi', 'ei', 'differences', 'technique', 'technique', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'work', 'vivo', 'suggested', 'results', 'reader', 'overview', 'overcome', 'need', 'need', 'motivated', 'may', 'magnitude', 'made', 'familiarise', 'different', 'develop', 'determined', 'deliver', 'constraints', 'approach', 'aim', 'advantages', 'achievements']"
"Osteosarcoma is a rare bone cancer which is more common in children than in adults and has a high chance of metastasizing to the patient's lungs. Due to initiated cases, it is difficult to diagnose and hard to detect the nodule in a lung at the early state. Convolutional Neural Networks (CNNs) are effectively applied for early state detection by considering CT-scanned images. Transferring patients from small hospitals to the cancer specialized hospital, Lerdsin Hospital, poses difficulties in information sharing because of the privacy and safety regulations. CD-ROM media was allowed for transferring patients' data to Lerdsin Hospital. Digital Imaging and Communications in Medicine (DICOM) files cannot be stored on a CD-ROM. DICOM must be converted into other common image formats, such as BMP, JPG and PNG formats. Quality of images can affect the accuracy of the CNN models. In this research, the effect of different image formats is studied and experimented. Three popular medical CNN models, VGG-16, ResNet-50 and MobileNet-V2, are considered and used for osteosarcoma detection. The positive and negative class images are corrected from Lerdsin Hospital, and 80% of all images are used as a training dataset, while the rest are used to validate the trained models. Limited training images are simulated by reducing images in the training dataset. Each model is trained and validated by three different image formats, resulting in 54 testing cases. F1-Score and accuracy are calculated and compared for the models' performance. VGG-16 is the most robust of all the formats. PNG format is the most preferred image format, followed by BMP and JPG formats, respectively.","['three popular medical cnn models', 'three different image formats', 'different image formats', 'rare bone cancer', 'convolutional neural networks', 'preferred image format', '54 testing cases', 'cancer specialized hospital', 'negative class images', 'common image formats', 'early state detection', 'limited training images', 'cnn models', 'early state', 'png formats', 'png format', 'initiated cases', 'training dataset', 'training dataset', 'lerdsin hospital', 'lerdsin hospital', 'lerdsin hospital', 'transferring patients', 'transferring patients', 'trained models', 'small hospitals', 'scanned images', 'safety regulations', 'reducing images', 'poses difficulties', 'osteosarcoma detection', 'jpg formats', 'information sharing', 'high chance', 'files cannot', 'effectively applied', 'digital imaging', 'considering ct', 'rom media', 'dicom must', 'models', 'formats', 'images', 'images', 'common', 'trained', 'rom', 'osteosarcoma', 'jpg', 'dicom', 'vgg', 'vgg', 'validated', 'validate', 'v2', 'used', 'used', 'used', 'studied', 'stored', 'simulated', 'score', 'robust', 'resulting', 'rest', 'respectively', 'resnet', 'research', 'quality', 'privacy', 'positive', 'performance', 'patient', 'nodule', 'model', 'mobilenet', 'metastasizing', 'medicine', 'lungs', 'lung', 'hard', 'followed', 'f1', 'experimented', 'effect', 'due', 'difficult', 'diagnose', 'detect', 'data', 'corrected', 'converted', 'considered', 'compared', 'communications', 'cnns', 'children', 'cd', 'cd', 'calculated', 'bmp', 'bmp', 'allowed', 'affect', 'adults', 'accuracy', 'accuracy', '80', '50', '16', '16']"
"In humans, mirtazapine can prevent chemotherapy-induced nausea and vomiting (CINV) and improve cancer patients' quality of life (QoL). This drug is being increasingly used as an appetite stimulant in cats. The hypothesis of this retrospective study was that mirtazapine could reduce the incidence of CINV and weight loss in feline patients affected by lymphoma. The objectives were to report the use of mirtazapine transdermal ointment and assess the incidence of gastrointestinal (GI) toxicity and weight loss in cats diagnosed with lymphoma and receiving chemotherapy. Transdermal mirtazapine was topically administered to the inner surface of the pinna (2 mg/cat/daily) for 14 days following chemotherapy administration. Data recorded from 20 patients were collected. Different grades of GI toxicity were shown in 8/20 (40%) patients. Body weight (BW), body condition score (BCS), and muscle condition score (MCS) improved in 12/20 (60%), 6/20 (30%), and 2/20 (10%) cats, respectively. Mirtazapine-induced adverse events (AEs) occurred in 4/20 (20%) cats and did not require mirtazapine discontinuation. Substantial weight loss was not encountered, suggesting that patients had an adequate food intake after chemotherapy administration. Transdermal mirtazapine ointment was considered safe and well tolerated.","['14 days following chemotherapy administration', 'bw ), body condition score', 'muscle condition score', 'adequate food intake', 'induced adverse events', '60 %), 6', 'improve cancer patients', 'feline patients affected', '40 %) patients', 'require mirtazapine discontinuation', 'mirtazapine could reduce', '10 %) cats', 'transdermal mirtazapine ointment', 'mirtazapine transdermal ointment', 'substantial weight loss', '20 %) cats', 'chemotherapy administration', 'body weight', 'bcs ),', 'transdermal mirtazapine', 'receiving chemotherapy', 'prevent chemotherapy', 'weight loss', 'weight loss', 'induced nausea', '30 %),', 'cats diagnosed', 'well tolerated', 'topically administered', 'retrospective study', 'qol ).', 'inner surface', 'increasingly used', 'different grades', 'data recorded', 'considered safe', 'appetite stimulant', '20 patients', '2 mg', 'gi toxicity', 'patients', 'mirtazapine', 'mirtazapine', 'cats', 'toxicity', 'gi', '2', '20', '20', '20', '20', '20', 'vomiting', 'use', 'suggesting', 'shown', 'respectively', 'report', 'quality', 'pinna', 'occurred', 'objectives', 'mcs', 'lymphoma', 'lymphoma', 'life', 'incidence', 'incidence', 'improved', 'hypothesis', 'humans', 'gastrointestinal', 'encountered', 'drug', 'daily', 'collected', 'cinv', 'cinv', 'cat', 'assess', 'aes', '8', '4', '12']"
"Organ on chip (OOC) has emerged as a major technological breakthrough and distinct model system revolutionizing biomedical research and drug discovery by recapitulating the crucial structural and functional complexity of human organs in vitro. OOC are rapidly emerging as powerful tools for oncology research. Indeed, Cancer on chip (COC) can ideally reproduce certain key aspects of the tumor microenvironment (TME), such as biochemical gradients and niche factors, dynamic cell-cell and cell-matrix interactions, and complex tissue structures composed of tumor and stromal cells. Here, we review the state of the art in COC models with a focus on the microphysiological systems that host multicellular 3D tissue engineering models and can help elucidate the complex biology of TME and cancer growth and progression. Finally, some examples of microengineered tumor models integrated with multi-organ microdevices to study disease progression in different tissues will be presented.","['distinct model system revolutionizing biomedical research', 'host multicellular 3d tissue engineering models', 'ideally reproduce certain key aspects', 'complex tissue structures composed', 'microengineered tumor models integrated', 'major technological breakthrough', 'study disease progression', 'oncology research', 'coc models', 'complex biology', 'tumor microenvironment', 'stromal cells', 'rapidly emerging', 'powerful tools', 'niche factors', 'microphysiological systems', 'matrix interactions', 'human organs', 'help elucidate', 'functional complexity', 'drug discovery', 'different tissues', 'crucial structural', 'biochemical gradients', 'tme ),', 'organ microdevices', 'cancer growth', 'dynamic cell', 'tumor', 'progression', 'tme', 'organ', 'coc', 'cancer', 'cell', 'cell', 'vitro', 'state', 'review', 'recapitulating', 'presented', 'ooc', 'ooc', 'multi', 'indeed', 'focus', 'finally', 'examples', 'emerged', 'chip', 'chip', 'art']"
"To combine the neutron-capturing and photodynamic properties of boron nanoclusters and derivatives of natural chlorins, respectively, in one molecule, conjugate of chlorin e6 methyl ester with cyclen and dioxane and nitrile derivatives of cobalt bis(dicarbollide) were synthesized. The conditions for the purification of compounds by HPLC were selected since the work with natural compounds is complicated by the production of closely related impurities.","['chlorin e6 methyl ester', 'closely related impurities', 'selected since', 'photodynamic properties', 'one molecule', 'natural chlorins', 'cobalt bis', 'boron nanoclusters', 'nitrile derivatives', 'natural compounds', 'derivatives', 'compounds', 'work', 'synthesized', 'respectively', 'purification', 'production', 'neutron', 'hplc', 'dioxane', 'dicarbollide', 'cyclen', 'conjugate', 'conditions', 'complicated', 'combine', 'capturing']"
"Metastatic breast cancer (MBC) patient outcomes may vary according to distinct health care payers and different countries. We compared 291 Alberta (AB), Canada and 9429 US patients < 65 with de novo MBC diagnosed from 2010 through 2014. Data were extracted from the provincial Breast Data Mart and from the National Cancer Institute's SEER program. US patients were divided by insurance status (US privately insured, US Medicaid or US uninsured). Kaplan-Meier and log-rank analyses were used to assess differences in OS and hazard ratios (HR) were estimated using Cox models. Multivariate models were adjusted for age, surgical status, and biomarker profile. No difference in OS was noted between AB and US patients (HR = 0.92 (0.77-1.10), ","['patient outcomes may vary according', 'distinct health care payers', 'estimated using cox models', 'de novo mbc diagnosed', 'provincial breast data mart', 'metastatic breast cancer', 'national cancer institute', 'compared 291 alberta', 'us uninsured ).', 'us privately insured', '9429 us patients', 'ab ), canada', 'multivariate models', 'us patients', 'us patients', 'us medicaid', '10 ),', 'surgical status', 'seer program', 'rank analyses', 'insurance status', 'hazard ratios', 'different countries', 'biomarker profile', 'assess differences', 'mbc', 'data', 'ab', 'used', 'os', 'os', 'noted', 'meier', 'log', 'kaplan', 'hr', 'hr', 'extracted', 'divided', 'difference', 'age', 'adjusted', '92', '77', '65', '2014', '2010', '1', '0', '0']"
"A 79-year-old HIV-negative Caucasian man with a medical history of smoking 20 pack-years (quit 40 years prior), early-stage non-small cell lung cancer status post-lobectomy 13 years earlier at an outside hospital without evidence of recurrence, and benign prostatic hypertrophy was diagnosed with synchronous very high-risk prostate adenocarcinoma and early-stage anal basaloid squamous cell carcinoma. He proceeded to undergo concurrent treatment for these tumors, consisting of androgen deprivation therapy, external beam radiation therapy, and a brachytherapy boost for the prostate adenocarcinoma; for the anal carcinoma, he was treated with definitive chemoradiation. Over 3.5 years since the completion of radiotherapy, he remains in clinical and biochemical remission.","['small cell lung cancer status post', 'quit 40 years prior ), early', 'stage anal basaloid squamous cell carcinoma', 'outside hospital without evidence', 'lobectomy 13 years earlier', 'external beam radiation therapy', 'androgen deprivation therapy', '5 years since', 'undergo concurrent treatment', 'smoking 20 pack', 'negative caucasian man', 'benign prostatic hypertrophy', 'risk prostate adenocarcinoma', 'anal carcinoma', 'stage non', 'prostate adenocarcinoma', 'old hiv', 'medical history', 'definitive chemoradiation', 'brachytherapy boost', 'biochemical remission', 'years', 'early', 'year', 'tumors', 'treated', 'synchronous', 'remains', 'recurrence', 'radiotherapy', 'proceeded', 'high', 'diagnosed', 'consisting', 'completion', 'clinical', '79', '3']"
"Glioblastoma (GBM) is the most common primary malignant brain tumor in adults, and over half of patients with newly diagnosed GBM are over the age of 65. Management of glioblastoma in older patients includes maximal safe resection followed by either radiation, chemotherapy, or combined modality treatment. Despite recent advances in the treatment of older patients with GBM, survival is still only approximately 9 months compared to approximately 15 months for the general adult population, suggesting that further research is required to optimize management in the older population. The Comprehensive Geriatric Assessment (CGA) has been shown to have a prognostic and predictive role in the management of older patients with other cancers, and domains of the CGA have demonstrated an association with outcomes in GBM in retrospective studies. Furthermore, the CGA and other geriatric assessment tools are now starting to be prospectively investigated in older GBM populations. This review aims to outline current treatment strategies for older patients with GBM, explore the rationale for inclusion of geriatric assessment in GBM management, and highlight recent data investigating its implementation into practice.","['older patients includes maximal safe resection followed', 'common primary malignant brain tumor', 'highlight recent data investigating', 'approximately 9 months compared', 'outline current treatment strategies', 'approximately 15 months', 'despite recent advances', 'combined modality treatment', 'general adult population', 'geriatric assessment tools', 'comprehensive geriatric assessment', 'older gbm populations', 'newly diagnosed gbm', 'older patients', 'older patients', 'older patients', 'older population', 'geriatric assessment', 'review aims', 'retrospective studies', 'prospectively investigated', 'predictive role', 'either radiation', 'optimize management', 'gbm management', 'patients', 'treatment', 'gbm', 'gbm', 'gbm', 'gbm', 'management', 'management', 'survival', 'suggesting', 'still', 'starting', 'shown', 'research', 'required', 'rationale', 'prognostic', 'practice', 'outcomes', 'inclusion', 'implementation', 'half', 'glioblastoma', 'glioblastoma', 'furthermore', 'explore', 'domains', 'demonstrated', 'chemotherapy', 'cga', 'cga', 'cga', 'cancers', 'association', 'age', 'adults', '65']"
"Nipple-areolar complex (NAC)-related complications are common during nipple-sparing mastectomy (NSM), with obesity as a risk factor. Although the incidence of NAC-related complications after robotic NSM (RNSM) with immediate breast reconstruction (IBR) is lower than that after conventional NSM, it remains one of the most unwanted complications. We aimed to evaluate body composition-based risk factors for NAC-related complications after RNSM with IBR. Data of 92 patients with breast cancer who underwent RNSM with IBR using direct-to-implant or tissue expander from November 2017 to September 2020 were analyzed retrospectively. Risk factors for NAC-related complications were identified with a focus on body composition using preoperative transverse computed tomography at the third lumbar vertebra level. Postoperative complications were assessed for 6 months. The most common complication was NAC ischemia, occurring in 15 patients (16%). Multivariate analysis revealed a low skeletal muscle index/total adipose tissue index (SMI/TATI) ratio as an independent NAC ischemia risk factor. An increase in the SMI/TATI ratio by one decreased the incidence of NAC ischemia by 0.940-fold (","['body composition using preoperative transverse computed tomography', 'independent nac ischemia risk factor', 'third lumbar vertebra level', 'low skeletal muscle index', 'total adipose tissue index', 'evaluate body composition', 'nac )- related complications', 'ibr using direct', 'multivariate analysis revealed', 'immediate breast reconstruction', 'based risk factors', 'risk factor', 'risk factors', 'nac ischemia', 'nac ischemia', 'tissue expander', 'related complications', 'related complications', 'related complications', 'breast cancer', 'unwanted complications', 'postoperative complications', 'sparing mastectomy', 'september 2020', 'robotic nsm', 'remains one', 'one decreased', 'nsm ),', 'november 2017', 'conventional nsm', 'areolar complex', 'analyzed retrospectively', '92 patients', '6 months', '16 %).', '15 patients', 'common complication', 'underwent rnsm', 'tati ratio', 'nac', 'nac', 'nac', 'ibr', 'ibr', 'tati', 'ratio', 'common', 'rnsm', 'rnsm', 'smi', 'smi', 'occurring', 'obesity', 'nipple', 'nipple', 'lower', 'increase', 'incidence', 'incidence', 'implant', 'identified', 'fold', 'focus', 'data', 'assessed', 'although', 'aimed', '940', '0']"
"Patients with epithelial ovarian cancer (EOC), treated with niraparib maintenance, present with haematological and gastrointestinal toxicities. Limited data exist on niraparib safety assessment.
To evaluate niraparib safety profile, as maintenance therapy, in women with platinum-sensitive EOC.
PubMed and Cochrane searches were carried out up to April 2021 for randomised controlled trials (RCTs) evaluating niraparib versus placebo in EOC patients with a response to platinum-based chemotherapy. Regarding the meta-analysis, for dichotomous data, the pooled risk ratio (RR) was calculated.
A total of 1539 patients from three RCTs revealed that niraparib-treated patients are associated with a significantly higher risk of any grade of nausea (RR, 2.15; 95% CI, 1.86 to 2.48), fatigue (RR, 1.26; 95% CI, 1.05 to 1.52, 
Niraparib is considered an effective and well-tolerated choice, with an improved safety profile, for the maintenance treatment of EOC patients.","['evaluating niraparib versus placebo', 'evaluate niraparib safety profile', 'improved safety profile', 'significantly higher risk', 'randomised controlled trials', 'pooled risk ratio', 'epithelial ovarian cancer', '48 ), fatigue', 'niraparib safety assessment', 'limited data exist', 'three rcts revealed', 'eoc ), treated', 'niraparib maintenance', 'dichotomous data', 'treated patients', 'sensitive eoc', 'eoc patients', 'eoc patients', 'tolerated choice', 'maintenance treatment', 'maintenance therapy', 'gastrointestinal toxicities', 'cochrane searches', 'based chemotherapy', 'april 2021', '1539 patients', 'niraparib', 'niraparib', 'rcts', 'patients', 'women', 'well', 'total', 'rr', 'rr', 'rr', 'response', 'regarding', 'pubmed', 'present', 'platinum', 'platinum', 'nausea', 'meta', 'haematological', 'grade', 'effective', 'considered', 'ci', 'ci', 'carried', 'calculated', 'associated', 'analysis', '95', '95', '86', '52', '26', '2', '2', '15', '1', '1', '1', '1', '05']"
"To report on clinical outcomes and toxicity in older (age ≥ 70 years) patients with localized pancreatic cancer treated with upfront chemotherapy followed by stereotactic body radiation therapy (SBRT) with or without surgery.
Endpoints included overall survival (OS), local progression-free survival (LPFS), distant metastasis-free survival (DMFS), progression-free survival (PFS), and toxicity.
A total of 57 older patients were included in the study. Median OS was 19.6 months, with six-month, one-year, and two-year OS rates of 83.4, 66.5, and 42.4%. On MVA, resection status (HR: 0.30, 95% CI 0.12-0.91, 
Multimodality therapy involving SBRT is safe and feasible in older patients with localized pancreatic cancer. Surgical resection was associated with improved clinical outcomes. As such, older patients who complete chemotherapy should not be excluded from aggressive local therapy when possible.","['age ≥ 70 years', 'stereotactic body radiation therapy', 'lpfs ), distant metastasis', 'localized pancreatic cancer treated', 'multimodality therapy involving sbrt', 'os ), local progression', 'endpoints included overall survival', 'localized pancreatic cancer', 'aggressive local therapy', 'dmfs ), progression', 'upfront chemotherapy followed', 'year os rates', 'improved clinical outcomes', '57 older patients', 'pfs ),', 'median os', 'clinical outcomes', 'free survival', 'free survival', 'free survival', 'complete chemotherapy', 'without surgery', 'surgical resection', 'resection status', 'older patients', 'older patients', '6 months', '4 %.', 'ci 0', 'sbrt', 'included', 'year', 'patients', 'older', '4', '0', '0', 'two', 'toxicity', 'toxicity', 'total', 'study', 'six', 'safe', 'report', 'possible', 'one', 'mva', 'month', 'hr', 'feasible', 'excluded', 'associated', '95', '91', '83', '66', '5', '42', '30', '19', '12']"
