pubmed_id,Keyword,CUIs
35060999,Delta,"{'C0439097', 'C3815527', 'C1547348', 'C1705241', 'C3146239'}"
35040888,improvement,
35040888,decades,
35040888,preterm infants,
35040888,neonatal,{'C2939425'}
35040888,mortality,"{'C0026566', 'C0026565'}"
35040888,childhood,{'C0231335'}
35040888,morbidity,"{'C0220880', 'C0026538'}"
35040888,review,"{'C1552617', 'C0282443'}"
35040888,survival,"{'C0220921', 'C0038952'}"
35040888,in-hospital morbidities,
35040888,care practices,
35040888,neurodevelopmental,
35040888,functional,{'C0205245'}
35040888,outcomes,
35040888,months,{'C0439231'}
35040888,corrected age,
35040888,preterm infants,
35040888,Prospective registry,
35040888,preterm infants,
35040888,born,
35040888,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040888,academic centers,
35040888,Eunice Kennedy Shriver National Institute of Child,
35040888,Human,{'C0086418'}
35040888,Neonatal,"{'C0021289', 'C2939425'}"
35040888,study,{'C0947630'}
35040888,infants,{'C0021270'}
35040888,born,
35040888,weeks,{'C0439230'}
35040888,gestational age,{'C0017504'}
35040888,infants,{'C0021270'}
35040888,born,
35040888,weeks,{'C0439230'}
35040888,follow-up,"{'C0589120', 'C1522577'}"
35040888,assessments,{'C1261322'}
35040888,months,{'C0439231'}
35040888,corrected age,
35040888,assessment,"{'C0031809', 'C0679207', 'C1516048', 'C1261322'}"
35040888,Outcomes,
35040888,cohort,{'C0599755'}
35040888,infants,{'C0021270'}
35040888,born,
35040888,gestational age,{'C0017504'}
35040888,Extremely,"{'C0205403', 'C4085555', 'C4085556'}"
35040888,preterm birth,{'C0151526'}
35040888,Survival,{'C0038952'}
35040888,in-hospital morbidities,
35040888,assessed,
35040888,necrotizing enterocolitis,{'C4082937'}
35040888,infection,"{'C0009450', 'C3714514'}"
35040888,intracranial hemorrhage,{'C0151699'}
35040888,retinopathy,{'C0035309'}
35040888,prematurity,
35040888,bronchopulmonary dysplasia,{'C0006287'}
35040888,Infants,{'C0021270'}
35040888,assessed,
35040888,months,{'C0439231'}
35040888,corrected age,
35040888,health,{'C0018684'}
35040888,functional,{'C0205245'}
35040888,outcomes,
35040888,neurodevelopment,{'C0599855'}
35040888,cerebral palsy,{'C0007789'}
35040888,vision,{'C0042789'}
35040888,hearing,"{'C0018767', 'C1455844'}"
35040888,rehospitalizations,
35040888,assistive devices,{'C0036605'}
35040888,infants,{'C0021270'}
35040888,female,"{'C0086287', 'C0043210'}"
35040888,male,{'C0086582'}
35040888,discharge,"{'C0012621', 'C0030685', 'C0600083'}"
35040888,increase,{'C0442805'}
35040888,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040888,Survival,{'C0038952'}
35040888,discharge,"{'C0012621', 'C0030685', 'C0600083'}"
35040888,live-born infants,
35040888,weeks,{'C0439230'}
35040888,weeks,{'C0439230'}
35040888,Survival,{'C0038952'}
35040888,treated,{'C1522326'}
35040888,infants,{'C0021270'}
35040888,weeks,{'C0439230'}
35040888,weeks,{'C0439230'}
35040888,in-hospital morbidities,
35040888,infants,{'C0021270'}
35040888,born,
35040888,gestational ages,{'C0017504'}
35040888,infants,{'C0021270'}
35040888,necrotizing enterocolitis,{'C4082937'}
35040888,238/9957,
35040888,early-onset infection,
35040888,late-onset,
35040888,infection,"{'C0009450', 'C3714514'}"
35040888,severe,{'C0205082'}
35040888,intracranial hemorrhage,{'C0151699'}
35040888,severe,{'C0205082'}
35040888,retinopathy,{'C0035309'}
35040888,prematurity,
35040888,severe,{'C0205082'}
35040888,bronchopulmonary dysplasia,{'C0006287'}
35040888,surviving,
35040888,infants,{'C0021270'}
35040888,gestational ages,{'C0017504'}
35040888,weeks,{'C0439230'}
35040888,follow-up,"{'C0589120', 'C1522577'}"
35040888,examined,{'C0332128'}
35040888,follow-up,"{'C0589120', 'C1522577'}"
35040888,children,{'C0008059'}
35040888,moderate,{'C0205081'}
35040888,severe,{'C0205082'}
35040888,cerebral palsy,{'C0007789'}
35040888,bilateral,{'C0238767'}
35040888,blindness,{'C0456909'}
35040888,hearing aids,{'C0018768'}
35040888,implants,{'C0021102'}
35040888,rehospitalized,
35040888,mobility aids,{'C3495449'}
35040888,supportive devices,
35040888,infants,{'C0021270'}
35040888,mild neurodevelopmental impairment,
35040888,follow-up,"{'C0589120', 'C1522577'}"
35040888,moderate,{'C0205081'}
35040888,neurodevelopmental impairment,
35040888,512/2419,
35040888,severe,{'C0205082'}
35040888,neurodevelopmental impairment,
35040888,preterm infants,
35040888,born,
35040888,treated,{'C1522326'}
35040888,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040888,academic medical centers,
35040888,discharge,"{'C0012621', 'C0030685', 'C0600083'}"
35040888,rate,
35040888,infants,{'C0021270'}
35040888,born,
35040888,infants,{'C0021270'}
35040888,born,
35040888,weeks,{'C0439230'}
35040888,gestational age,{'C0017504'}
35040888,rehospitalization,
35040888,neurodevelopmental impairment,
35040888,years,{'C0439234'}
35040888,age,{'C0001779'}
35040887,Platelets,"{'C0443116', 'C1963076', 'C0005821', 'C0032181'}"
35040887,potential,{'C3245505'}
35040887,therapeutic,{'C0302350'}
35040887,target,
35040887,clinical outcomes,
35040887,patients,{'C0030705'}
35040887,COVID-19,{'C5203670'}
35040887,evaluate,
35040887,benefits,{'C0814225'}
35040887,risks,{'C0035647'}
35040887,P2Y12 inhibitor,
35040887,anticoagulant therapy,{'C0150457'}
35040887,non-critically ill,
35040887,COVID-19,{'C5203670'}
35040887,open-label,
35040887,bayesian,
35040887,adaptive randomized clinical trial,
35040887,non-critically ill,
35040887,COVID-19,{'C5203670'}
35040887,hospitals,{'C0019994'}
35040887,Brazil,{'C0006137'}
35040887,Italy,{'C0022277'}
35040887,Spain,{'C0037747'}
35040887,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040887,follow-up,"{'C0589120', 'C1522577'}"
35040887,Patients,{'C0030705'}
35040887,randomized,{'C0034656'}
35040887,therapeutic dose,
35040887,heparin,"{'C0770546', 'C0019134'}"
35040887,P2Y12 inhibitor,
35040887,therapeutic dose,
35040887,heparin,"{'C0770546', 'C0019134'}"
35040887,usual care,
35040887,ratio,{'C0456603'}
35040887,days,{'C0439228'}
35040887,hospital discharge,{'C0586003'}
35040887,whichever,
35040887,sooner,
35040887,Ticagrelor,{'C1999375'}
35040887,preferred,
35040887,P2Y12 inhibitor,
35040887,composite,{'C0205199'}
35040887,primary outcome,
35040887,organ,{'C0178784'}
35040887,support-free days,
35040887,ordinal scale,
35040887,in-hospital death,
35040887,hospital discharge,{'C0586003'}
35040887,days,{'C0439228'}
35040887,free,{'C0332296'}
35040887,respiratory,{'C0521346'}
35040887,cardiovascular organ support,
35040887,day,"{'C0439228', 'C1561538', 'C1561539'}"
35040887,hospitalization,{'C0019993'}
35040887,days,{'C0439228'}
35040887,scores,{'C0449820'}
35040887,organ support,
35040887,outcomes,
35040887,outcome,{'C1274040'}
35040887,bleeding,{'C0019080'}
35040887,days,{'C0439228'}
35040887,International Society,
35040887,Thrombosis,"{'C0302148', 'C0040053'}"
35040887,Hemostasis,"{'C0019116', 'C0740166'}"
35040887,Enrollment,{'C1516879'}
35040887,non-critically ill,
35040887,patients,{'C0030705'}
35040887,discontinued,
35040887,criterion,{'C0243161'}
35040887,futility,
35040887,patients,{'C0030705'}
35040887,randomized,{'C0034656'}
35040887,age,{'C0001779'}
35040887,SD,"{'C5203098', 'C0037717', 'C0038642', 'C1420113', 'C0871420', 'C5203099', 'C5203103', 'C5203100', 'C5203102', 'C1096903', 'C0332147', 'C2699239', 'C1705872', 'C5203101', 'C0677946'}"
35040887,years,{'C0439234'}
35040887,women,{'C0043210'}
35040887,trial,
35040887,therapeutic dose,
35040887,heparin,"{'C0770546', 'C0019134'}"
35040887,study,{'C0947630'}
35040887,day,"{'C0439228', 'C1561538', 'C1561539'}"
35040887,P2Y12 inhibitor,
35040887,group,"{'C0441833', 'C0687744'}"
35040887,ticagrelor,{'C1999375'}
35040887,patients,{'C0030705'}
35040887,clopidogrel,{'C0070166'}
35040887,organ,{'C0178784'}
35040887,days,{'C0439228'}
35040887,IQR,
35040887,days,{'C0439228'}
35040887,patients,{'C0030705'}
35040887,P2Y12 inhibitor,
35040887,group,"{'C0441833', 'C0687744'}"
35040887,days,{'C0439228'}
35040887,IQR,
35040887,days,{'C0439228'}
35040887,usual care group,
35040887,odds ratio,{'C0028873'}
35040887,credible interval,
35040887,posterior probability,
35040887,futility,
35040887,odds ratio,{'C0028873'}
35040887,bleeding,{'C0019080'}
35040887,patients,{'C0030705'}
35040887,P2Y12 inhibitor,
35040887,group,"{'C0441833', 'C0687744'}"
35040887,patients,{'C0030705'}
35040887,usual care group,
35040887,odds ratio,{'C0028873'}
35040887,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040887,non-critically ill,
35040887,COVID-19,{'C5203670'}
35040887,P2Y12 inhibitor,
35040887,therapeutic dose,
35040887,heparin,"{'C0770546', 'C0019134'}"
35040887,compared,
35040887,therapeutic dose,
35040887,heparin,"{'C0770546', 'C0019134'}"
35040887,increased,{'C0205217'}
35040887,odds,
35040887,improvement,
35040887,organ,{'C0178784'}
35040887,days,{'C0439228'}
35040887,days,{'C0439228'}
35040887,hospitalization,{'C0019993'}
35040886,reductions,"{'C0301630', 'C4551656'}"
35040886,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040886,ambulatory care,{'C0002423'}
35040886,early,{'C1279919'}
35040886,pandemic,{'C1615608'}
35040886,care,
35040886,rates,
35040886,insurance,{'C0021672'}
35040886,services,{'C0557854'}
35040886,patients,{'C0030705'}
35040886,Medicaid,"{'C0025071', 'C1547151'}"
35040886,Medicare-Medicaid dual,
35040886,eligibility,
35040886,ambulatory care,{'C0002423'}
35040886,rates,
35040886,patients,{'C0030705'}
35040886,commercial,{'C0680536'}
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040886,Medicare fee-for-service insurance,
35040886,retrospective cohort study,{'C2985505'}
35040886,ambulatory care,{'C0002423'}
35040886,patterns,{'C0449774'}
35040886,data,"{'C1511726', 'C3245479'}"
35040886,multiple,{'C0439064'}
35040886,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040886,payers,
35040886,Milliman MedInsight research database,
35040886,difference-in-differences,
35040886,design,
35040886,utilization,{'C0042153'}
35040886,pandemic,{'C1615608'}
35040886,rates,
35040886,pandemic,{'C1615608'}
35040886,Changes,
35040886,utilization,{'C0042153'}
35040886,rates,
35040886,January,{'C3829466'}
35040886,2-month time,
35040886,pandemic,{'C1615608'}
35040886,compared,
35040886,changes,"{'C0443172', 'C0392747'}"
35040886,months,{'C0439231'}
35040886,year,"{'C1561544', 'C0439234', 'C1561543'}"
35040886,prior,
35040886,sex-adjusted Poisson regression models,
35040886,monthly,{'C0332177'}
35040886,utilization,{'C0042153'}
35040886,counts,{'C0439157'}
35040886,offsetting,
35040886,patient-months,
35040886,stratifying,{'C0205363'}
35040886,service,"{'C3245478', 'C0557854'}"
35040886,insurance,{'C0021672'}
35040886,Patients,{'C0030705'}
35040886,Medicaid,"{'C0025071', 'C1547151'}"
35040886,Medicare-Medicaid dual,
35040886,eligibility,
35040886,patients,{'C0030705'}
35040886,commercial,{'C0680536'}
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040886,Medicare fee-for-service insurance,
35040886,Utilization,
35040886,rates,
35040886,people,{'C0027361'}
35040886,services,{'C0557854'}
35040886,emergency department,{'C0562508'}
35040886,office,{'C0442603'}
35040886,urgent care,
35040886,behavioral health,{'C0870196'}
35040886,screening colonoscopies,
35040886,screening mammograms,
35040886,contraception counseling,
35040886,HIV,"{'C0086413', 'C0019682', 'C5202935'}"
35040886,screening,"{'C1698960', 'C0220908', 'C1710031', 'C0199230', 'C0220909'}"
35040886,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040886,adults,{'C0001675'}
35040886,age,{'C0001779'}
35040886,years,{'C0439234'}
35040886,women,{'C0043210'}
35040886,March-April 2020 time frame,
35040886,ambulatory services,
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,expected rates,
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,rates,
35040886,November-December 2020 time,
35040886,COVID-19,{'C5203670'}
35040886,wave,{'C0678544'}
35040886,utilization,{'C0042153'}
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,expected rates,
35040886,colonoscopy,{'C0009378'}
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,mammography,{'C0024671'}
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,expected rates,
35040886,utilization,{'C0042153'}
35040886,rates,
35040886,patients,{'C0030705'}
35040886,Medicaid,"{'C0025071', 'C1547151'}"
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,Medicare-Medicaid dual eligibility,
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,commercial,{'C0680536'}
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040886,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35040886,comparing,
35040886,return to,{'C0332156'}
35040886,utilization,{'C0042153'}
35040886,rates,
35040886,patients,{'C0030705'}
35040886,Medicaid,"{'C0025071', 'C1547151'}"
35040886,Medicare-Medicaid dual,
35040886,eligibility,
35040886,insurance,{'C0021672'}
35040886,aggregate,{'C0205418'}
35040886,ambulatory care,{'C0002423'}
35040886,services,{'C0557854'}
35040886,increased,{'C0205217'}
35040886,decrease,{'C0547047'}
35040886,utilization,{'C0042153'}
35040886,COVID-19,{'C5203670'}
35040886,pandemic,{'C1615608'}
35040886,rate,
35040886,increase,{'C0442805'}
35040886,ambulatory care services,{'C0002423'}
35040886,participants,{'C0679646'}
35040886,Medicaid,"{'C0025071', 'C1547151'}"
35040886,Medicare-Medicaid dual,
35040886,eligibility,
35040886,insured,
35040886,commercial,{'C0680536'}
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040886,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
35040882,Pulmonary nodules,{'C0748164'}
35040882,identified,{'C0205396'}
35040882,patients,{'C0030705'}
35040882,year,"{'C1561544', 'C0439234', 'C1561543'}"
35040882,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040882,detected,{'C0442726'}
35040882,computed tomographic (,
35040882,images,
35040882,chest,{'C0817096'}
35040882,Optimal,{'C2698651'}
35040882,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
35040882,pulmonary nodule,{'C0034079'}
35040882,detection,
35040882,cancer,{'C0006826'}
35040882,testing,"{'C0392366', 'C0039593'}"
35040882,benign nodule,
35040882,pulmonary nodules,
35040882,identified,{'C0205396'}
35040882,benign,{'C0205183'}
35040882,granulomas,{'C0018188'}
35040882,intrapulmonary lymph nodes,
35040882,nodules,"{'C0028259', 'C0228505'}"
35040882,benign,{'C0205183'}
35040882,Pulmonary nodules,{'C0748164'}
35040882,categorized,{'C0871968'}
35040882,small solid,
35040882,solid,{'C0205208'}
35040882,subsolid,
35040882,Subsolid nodules,
35040882,ground-glass nodules,
35040882,no solid component,
35040882,part-solid,
35040882,ground-glass,
35040882,solid components,
35040882,probability,{'C0033204'}
35040882,malignancy,{'C0006826'}
35040882,nodules,"{'C0028259', 'C0228505'}"
35040882,smaller,"{'C0547044', 'C0700321'}"
35040882,nodules,"{'C0028259', 'C0228505'}"
35040882,Nodules,{'C0028259'}
35040882,CT,"{'C0040405', 'C0009778', 'C1418396', 'C3540513', 'C1367551', 'C3813556', 'C3888140', 'C1705783', 'C0009244'}"
35040882,months,{'C0439231'}
35040882,presence,{'C0392148'}
35040882,patient risk factors,
35040882,imaging,{'C0079595'}
35040882,characteristics,
35040882,associated with,{'C0332281'}
35040882,lung malignancy,{'C0242379'}
35040882,clinical judgment,
35040882,probability,{'C0033204'}
35040882,malignancy,{'C0006826'}
35040882,patient preferences,{'C0376409'}
35040882,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
35040882,solid pulmonary nodule,
35040882,larger,{'C1704243'}
35040882,probability,{'C0033204'}
35040882,malignancy,{'C0006826'}
35040882,presence,{'C0392148'}
35040882,patient,{'C0030705'}
35040882,comorbidities,{'C0009488'}
35040882,chronic obstructive pulmonary disease,{'C0024117'}
35040882,coronary artery disease,"{'C1956346', 'C0010054'}"
35040882,patient preferences,{'C0376409'}
35040882,Management,"{'C1273870', 'C3273539', 'C0001554'}"
35040882,options,
35040882,surveillance imaging,
35040882,monitoring,{'C0150369'}
35040882,nodule,{'C0028259'}
35040882,growth,"{'C0018270', 'C0220844'}"
35040882,chest,{'C0817096'}
35040882,positron emission tomography-CT imaging,
35040882,nonsurgical biopsy,
35040882,bronchoscopy,{'C0006290'}
35040882,transthoracic needle biopsy,
35040882,surgical resection,"{'C0015252', 'C0728940'}"
35040882,Part-solid pulmonary nodules,
35040882,size,"{'C0456389', 'C1552077'}"
35040882,solid component,
35040882,solid components,
35040882,associated with,{'C0332281'}
35040882,risk,"{'C4552904', 'C0035647'}"
35040882,malignancy,{'C0006826'}
35040882,Ground-glass pulmonary nodules,
35040882,probability,{'C0033204'}
35040882,malignancy,{'C0006826'}
35040882,months,{'C0439231'}
35040882,diameter,{'C1301886'}
35040882,malignant nodule,
35040882,glass,{'C0017596'}
35040882,appearance,"{'C0233426', 'C0700364'}"
35040882,slow growing,
35040882,bronchoscopy,{'C0006290'}
35040882,transthoracic needle biopsy methods,
35040882,sensitivity,"{'C1511883', 'C0036667'}"
35040882,diagnosis,"{'C1704338', 'C0011900'}"
35040882,lung cancer,"{'C0684249', 'C0242379'}"
35040882,Pulmonary nodules,{'C0748164'}
35040882,identified,{'C0205396'}
35040882,people,{'C0027361'}
35040882,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35040882,chest,{'C0817096'}
35040882,CT,"{'C0040405', 'C0009778', 'C1418396', 'C3540513', 'C1367551', 'C3813556', 'C3888140', 'C1705783', 'C0009244'}"
35040882,images,
35040882,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
35040882,pulmonary nodule,{'C0034079'}
35040882,probability,{'C0033204'}
35040882,nodule,{'C0028259'}
35040882,malignant,{'C0205282'}
35040882,safety,{'C0036043'}
35040882,testing,"{'C0392366', 'C0039593'}"
35040882,likelihood,
35040882,testing,"{'C0392366', 'C0039593'}"
35040882,informative,{'C2986490'}
35040882,patient preferences,{'C0376409'}
35029629,Easy-to-administer,
35029629,treatments,{'C0087111'}
35029629,prevent,
35029629,progression,"{'C0242656', 'C0449258'}"
35029629,asymptomatic infection,
35029629,symptomatic disease,
35029629,reduce,
35029629,viral carriage,
35029629,evaluate,
35029629,effect,"{'C1280500', 'C1518681'}"
35029629,combination,
35029629,subcutaneous,{'C0443315'}
35029629,casirivimab,
35029629,imdevimab,
35029629,progression,"{'C0242656', 'C0449258'}"
35029629,asymptomatic,{'C0231221'}
35029629,SARS-CoV-2 infection,
35029629,symptomatic,{'C0231220'}
35029629,COVID-19,{'C5203670'}
35029629,Randomized,{'C0034656'}
35029629,double-blind,
35029629,placebo-controlled,{'C1706408'}
35029629,phase 3 trial,
35029629,household contacts,
35029629,SARS-CoV-2-infected index,
35029629,sites,
35029629,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
35029629,Romania,{'C0035826'}
35029629,Moldova,{'C0026374'}
35029629,follow-up,"{'C0589120', 'C1522577'}"
35029629,Asymptomatic,{'C0231221'}
35029629,individuals,
35029629,years,{'C0439234'}
35029629,identified,{'C0205396'}
35029629,index case positive test,
35029629,individuals,
35029629,positive,{'C1446409'}
35029629,SARS-CoV-2 reverse transcriptase-quantitative polymerase chain reaction,
35029629,Individuals,
35029629,randomized,{'C0034656'}
35029629,dose,{'C0178602'}
35029629,subcutaneous,{'C0443315'}
35029629,casirivimab,
35029629,imdevimab,
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,proportion,
35029629,seronegative,{'C0521144'}
35029629,participants,{'C0679646'}
35029629,symptomatic,{'C0231220'}
35029629,COVID-19,{'C5203670'}
35029629,efficacy,{'C1280519'}
35029629,assessment,"{'C0031809', 'C0679207', 'C1516048', 'C1261322'}"
35029629,period,"{'C1561960', 'C0439531', 'C0025344'}"
35029629,efficacy,{'C1280519'}
35029629,weeks,{'C0439230'}
35029629,symptomatic,{'C0231220'}
35029629,SARS-CoV-2 infection,
35029629,weeks,{'C0439230'}
35029629,viral load,"{'C1261478', 'C0376705'}"
35029629,randomized participants,
35029629,age,{'C0001779'}
35029629,years,{'C0439234'}
35029629,women,{'C0043210'}
35029629,efficacy,{'C1280519'}
35029629,assessment,"{'C0031809', 'C0679207', 'C1516048', 'C1261322'}"
35029629,period,"{'C1561960', 'C0439531', 'C0025344'}"
35029629,asymptomatic,{'C0231221'}
35029629,seronegative,{'C0521144'}
35029629,baseline,"{'C0168634', 'C1442488', 'C1552824'}"
35029629,analysis,"{'C0936012', 'C1524024'}"
35029629,Subcutaneous,"{'C0443315', 'C1522438'}"
35029629,casirivimab,
35029629,imdevimab,
35029629,progression,"{'C0242656', 'C0449258'}"
35029629,symptomatic disease,
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,odds ratio,{'C0028873'}
35029629,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35029629,absolute risk difference,
35029629,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
35029629,Casirivimab,
35029629,imdevimab,
35029629,reduced,{'C0392756'}
35029629,symptomatic,{'C0231220'}
35029629,weeks,{'C0439230'}
35029629,participants,{'C0679646'}
35029629,weeks,{'C0439230'}
35029629,weeks,{'C0439230'}
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,reduction,"{'C0301630', 'C4551656'}"
35029629,symptom duration,
35029629,symptomatic,{'C0231220'}
35029629,participant,"{'C0679646', 'C4723954'}"
35029629,Treatment,"{'C0087111', 'C1522326', 'C1533734', 'C1705169'}"
35029629,casirivimab,
35029629,imdevimab,
35029629,reduced,{'C0392756'}
35029629,viral load,"{'C1261478', 'C0376705'}"
35029629,weeks,{'C0439230'}
35029629,participants,{'C0679646'}
35029629,weeks,{'C0439230'}
35029629,weeks,{'C0439230'}
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,proportion,
35029629,participants,{'C0679646'}
35029629,casirivimab,
35029629,imdevimab,
35029629,treatment-emergent,
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,events,{'C0441471'}
35029629,COVID-19,{'C5203670'}
35029629,asymptomatic,{'C0231221'}
35029629,SARS-CoV-2,{'C5203676'}
35029629,RT-qPCR-positive,
35029629,individuals,
35029629,living,
35029629,infected,{'C0439663'}
35029629,household contact,
35029629,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
35029629,subcutaneous,{'C0443315'}
35029629,casirivimab,
35029629,imdevimab antibody,
35029629,combination,
35029629,placebo,"{'C0032042', 'C1696465'}"
35029629,reduced,{'C0392756'}
35029629,incidence,"{'C0021149', 'C0220856'}"
35029629,symptomatic,{'C0231220'}
35029629,COVID-19,{'C5203670'}
35029629,days,{'C0439228'}
35015039,global morbidity,
35015039,mortality,"{'C0026566', 'C0026565'}"
35015039,chronic obstructive pulmonary disease,{'C0024117'}
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,low-,
35015039,middle-income countries,
35015039,LMICs,
35015039,economic effects,
35015039,discriminative accuracy,
35015039,instruments,{'C4551823'}
35015039,questionnaires,{'C0034394'}
35015039,peak expiratory flow,
35015039,PEF,"{'C1542834', 'C0030771', 'C1518922'}"
35015039,screen,"{'C0220908', 'C0199230', 'C1710031'}"
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,LMIC settings,
35015039,cross-sectional analysis,
35015039,discriminative accuracy,
35015039,semiurban,
35015039,Bhaktapur,
35015039,Nepal,{'C0027689'}
35015039,urban Lima,
35015039,Peru,{'C0031238'}
35015039,rural Nakaseke,
35015039,Uganda,{'C0041573'}
35015039,random,{'C0439605'}
35015039,age- and,
35015039,sex-stratified,
35015039,sample,
35015039,population,"{'C0032659', 'C1257890'}"
35015039,years,{'C0439234'}
35015039,older,
35015039,screening,"{'C1698960', 'C0220908', 'C1710031', 'C0199230', 'C0220909'}"
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,Assessment,"{'C0031809', 'C1516048', 'C1261322'}"
35015039,Primary Care,"{'C1547426', 'C0033137'}"
35015039,Undiagnosed Respiratory Disease,
35015039,Exacerbation Risk,
35015039,CAPTURE,{'C5139976'}
35015039,high risk,{'C0332167'}
35015039,score,{'C0449820'}
35015039,score,{'C0449820'}
35015039,low,"{'C0205251', 'C4048187', 'C1550472'}"
35015039,PEF,"{'C1542834', 'C0030771', 'C1518922'}"
35015039,L/min,{'C0439393'}
35015039,females,{'C0086287'}
35015039,L/min,{'C0439393'}
35015039,males,{'C0086582'}
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,LMICs Assessment questionnaire,
35015039,COLA-6,
35015039,high risk,{'C0332167'}
35015039,score,{'C0449820'}
35015039,Lung Function Questionnaire,
35015039,LFQ,
35015039,high risk,{'C0332167'}
35015039,score,{'C0449820'}
35015039,less,{'C0439092'}
35015039,assessed,
35015039,diagnosis,"{'C1704338', 'C0011900'}"
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,quality-assured postbronchodilator spirometry,
35015039,CAPTURE,{'C5139976'}
35015039,COLA-6,
35015039,measure,{'C0079809'}
35015039,PEF,"{'C1542834', 'C0030771', 'C1518922'}"
35015039,primary outcome,
35015039,accuracy,
35015039,tools,
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,measured,{'C0444706'}
35015039,area,{'C0205146'}
35015039,receiver operating characteristic curves,
35015039,AUCs,
35015039,CIs,
35015039,Secondary outcomes,
35015039,sensitivity,"{'C1511883', 'C0036667'}"
35015039,specificity,"{'C0037791', 'C1511884'}"
35015039,positive predictive value,{'C1514243'}
35015039,negative,{'C0205160'}
35015039,adults,{'C0001675'}
35015039,consented,
35015039,participate,
35015039,study,{'C0947630'}
35015039,age,{'C0001779'}
35015039,years,{'C0439234'}
35015039,SD,"{'C5203098', 'C0037717', 'C0038642', 'C1420113', 'C0871420', 'C5203099', 'C5203103', 'C5203100', 'C5203102', 'C1096903', 'C0332147', 'C2699239', 'C1705872', 'C5203101', 'C0677946'}"
35015039,female,"{'C0086287', 'C0043210'}"
35015039,exposed to,{'C0332157'}
35015039,biomass,{'C0005535'}
35015039,smoke,{'C0037366'}
35015039,prevalence,"{'C0033105', 'C0220900'}"
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,sites,
35015039,participants,{'C0679646'}
35015039,Nepal,{'C0027689'}
35015039,Peru,{'C0031238'}
35015039,Uganda,{'C0041573'}
35015039,COPD,"{'C3714496', 'C0024117', 'C1412502'}"
35015039,cases,{'C0868928'}
35015039,disease,{'C0012634'}
35015039,Global Initiative,
35015039,Chronic Obstructive Lung Disease classification B-D,
35015039,severe,{'C0205082'}
35015039,airflow obstruction,
