pubmed_id,abstract
34932079,"Marine omega-3 fatty acid (omega-3) supplements have been used to treat depression but their ability to prevent depression in the general adult population is unknown.
To test effects of omega-3 supplementation on late-life depression risk and mood scores.
A total of 18 353 adults participated in the VITAL-DEP (Vitamin D and Omega-3 Trial-Depression Endpoint Prevention) ancillary study to VITAL, a randomized trial of cardiovascular disease and cancer prevention among 25 871 US adults. There were 16 657 at risk of incident depression (no previous depression) and 1696 at risk of recurrent depression (previous depression, but not for the past 2 years). Randomization occurred from November 2011 through March 2014; randomized treatment ended on December 31, 2017.
Randomized 2 × 2 factorial assignment to vitamin D3 (2000 IU/d), marine omega-3 fatty acids (1 g/d of fish oil, including 465 mg of eicosapentaenoic acid and 375 mg of docosahexaenoic acid) or placebo; 9171 were randomized to omega-3 and 9182 were randomized to matching placebo.
Prespecified coprimary outcomes were risk of depression or clinically relevant depressive symptoms (total of incident + recurrent cases); mean difference in mood score (8-item Patient Health Questionnaire [PHQ-8] depression scale).
Among 18 353 participants who were randomized (mean age, 67.5 [SD, 7.1] years; 49.2% women), 90.3% completed the trial (93.5% among those alive at the end of the trial); the median treatment duration was 5.3 years. The test for interaction between the omega-3 and the vitamin D agents was not significant (P for interaction = .14). Depression risk was significantly higher comparing omega-3 (651 events, 13.9 per 1000 person-years) with placebo (583 events, 12.3 per 1000 person-years; hazard ratio [HR], 1.13; 95% CI, 1.01-1.26; P = .03). No significant differences were observed comparing omega-3 with placebo groups in longitudinal mood scores: the mean difference in change in PHQ-8 score was 0.03 points (95% CI, -0.01 to 0.07; P = .19). Regarding serious and common adverse events, the respective prevalence values in omega-3 vs placebo groups were major cardiovascular events (2.7% vs 2.9%), all-cause mortality (3.3% vs 3.1%), suicide (0.02% vs 0.01%), gastrointestinal bleeding (2.6% vs 2.7%), easy bruising (24.8% vs 25.1%), and stomach upset or pain (35.2% vs 35.1%).
Among adults aged 50 years or older without clinically relevant depressive symptoms at baseline, treatment with omega-3 supplements compared with placebo yielded mixed results, with a small but statistically significant increase in risk of depression or clinically relevant depressive symptoms but no difference in mood scores, over a median follow-up of 5.3 years. These findings do not support the use of omega-3 supplements in adults to prevent depression.
ClinicalTrials.gov Identifiers: NCT01696435 and NCT01169259."
34932078,"The comparative effectiveness of rivaroxaban and apixaban, the most frequently prescribed oral anticoagulants for ischemic stroke prevention in patients with atrial fibrillation, is uncertain.
To compare major ischemic and hemorrhagic outcomes in patients with atrial fibrillation treated with rivaroxaban or apixaban.
Retrospective cohort study using computerized enrollment and claims files for US Medicare beneficiaries 65 years or older. Between January 1, 2013, and November 30, 2018, a total of 581 451 patients with atrial fibrillation began rivaroxaban or apixaban treatment and were followed up for 4 years, through November 30, 2018.
Rivaroxaban (n = 227 572) and apixaban (n = 353 879), either standard or reduced dose.
The primary outcome was a composite of major ischemic (stroke/systemic embolism) and hemorrhagic (intracerebral hemorrhage/other intracranial bleeding/fatal extracranial bleeding) events. Secondary outcomes were nonfatal extracranial bleeding and total mortality (fatal ischemic/hemorrhagic event or other death during follow-up). Rates, hazard ratios (HRs), and rate differences (RDs) were adjusted for baseline differences in comorbidity with inverse probability of treatment weighting.
Study patients (mean age, 77.0 years; 291 966 [50.2%] women; 134 393 [23.1%] receiving reduced dose) had 474 605 person-years of follow-up (median [IQR] of 174 [62-397] days). The adjusted primary outcome rate for rivaroxaban was 16.1 per 1000 person-years vs 13.4 per 1000 person-years for apixaban (RD, 2.7 [95% CI, 1.9-3.5]; HR, 1.18 [95% CI, 1.12-1.24]). The rivaroxaban group had increased risk for both major ischemic events (8.6 vs 7.6 per 1000 person-years; RD, 1.1 [95% CI, 0.5-1.7]; HR, 1.12 [95% CI, 1.04-1.20]) and hemorrhagic events (7.5 vs 5.9 per 1000 person-years; RD, 1.6 [95% CI, 1.1-2.1]; HR, 1.26 [95% CI, 1.16-1.36]), including fatal extracranial bleeding (1.4 vs 1.0 per 1000 person-years; RD, 0.4 [95% CI, 0.2-0.7]; HR, 1.41 [95% CI, 1.18-1.70]). Patients receiving rivaroxaban had increased risk of nonfatal extracranial bleeding (39.7 vs 18.5 per 1000 person-years; RD, 21.1 [95% CI, 20.0-22.3]; HR, 2.07 [95% CI, 1.99-2.15]), fatal ischemic/hemorrhagic events (4.5 vs 3.3 per 1000 person-years; RD, 1.2 [95% CI, 0.8-1.6]; HR, 1.34 [95% CI, 1.21-1.48]), and total mortality (44.2 vs 41.0 per 1000 person-years; RD, 3.1 [95% CI, 1.8-4.5]; HR, 1.06 [95% CI, 1.02-1.09]). The risk of the primary outcome was increased for rivaroxaban in both those receiving the reduced dose (27.4 vs 21.0 per 1000 person-years; RD, 6.4 [95% CI, 4.1-8.7]; HR, 1.28 [95% CI, 1.16-1.40]) and the standard dose (13.2 vs 11.4 per 1000 person-years; RD, 1.8 [95% CI, 1.0-2.6]; HR, 1.13 [95% CI, 1.06-1.21]) groups.
Among Medicare beneficiaries 65 years or older with atrial fibrillation, treatment with rivaroxaban compared with apixaban was associated with a significantly increased risk of major ischemic or hemorrhagic events."
34932077,"Proactive therapeutic drug monitoring (TDM), consisting of individualized treatment based on scheduled assessments of serum drug levels, has been proposed as an alternative to standard therapy to optimize efficacy and safety of infliximab and other biologic drugs. However, it remains unclear whether proactive TDM improves clinical outcomes during maintenance therapy.
To assess whether proactive TDM during maintenance therapy with infliximab improves treatment efficacy by preventing disease worsening compared with standard infliximab therapy without TDM.
Randomized, parallel-group, open-label clinical trial including 458 adults with rheumatoid arthritis, spondyloarthritis, psoriatic arthritis, ulcerative colitis, Crohn disease, or psoriasis undergoing maintenance therapy with infliximab in 20 Norwegian hospitals. Patients were recruited from June 7, 2017, to December 12, 2019. Final follow-up took place on December 14, 2020.
Patients were randomized 1:1 to proactive TDM with dose and interval adjustments based on scheduled monitoring of serum drug levels and antidrug antibodies (TDM group; n = 228) or to standard infliximab therapy without drug and antibody level monitoring (standard therapy group; n = 230).
The primary outcome was sustained disease control without disease worsening, defined by disease-specific composite scores or consensus about disease worsening between patient and physician leading to a major change in treatment (switching to another biologic drug, adding an immunosuppressive drug including glucocorticoids, or increasing the infliximab dose), during the 52-week study period.
Among 458 randomized patients (mean age, 44.8 [SD, 14.3] years; 216 women [49.8%]), 454 received their randomly allocated intervention and were included in the full analysis set. The primary outcome of sustained disease control without disease worsening was observed in 167 patients (73.6%) in the TDM group and 127 patients (55.9%) in the standard therapy group. The estimated adjusted difference was 17.6% (95% CI, 9.0%-26.2%; P < .001) favoring TDM. Adverse events were reported in 137 patients (60%) and 142 patients (63%) in the TDM and standard therapy groups, respectively.
Among patients with immune-mediated inflammatory diseases undergoing maintenance therapy with infliximab, proactive TDM was more effective than treatment without TDM in sustaining disease control without disease worsening. Further research is needed to compare proactive TDM with reactive TDM, to assess the effects on long-term disease complications, and to evaluate the cost-effectiveness of this approach.
ClinicalTrials.gov Identifier: NCT03074656."
34928310,"In adults undergoing hip fracture surgery, regional anesthesia may reduce postoperative delirium, but there is uncertainty about its effectiveness.
To investigate, in older adults undergoing surgical repair for hip fracture, the effects of regional anesthesia on the incidence of postoperative delirium compared with general anesthesia.
A randomized, allocation-concealed, open-label, multicenter clinical trial of 950 patients, aged 65 years and older, with or without preexisting dementia, and a fragility hip fracture requiring surgical repair from 9 university teaching hospitals in Southeastern China. Participants were enrolled between October 2014 and September 2018; 30-day follow-up ended November 2018.
Patients were randomized to receive either regional anesthesia (spinal, epidural, or both techniques combined with no sedation; n = 476) or general anesthesia (intravenous, inhalational, or combined anesthetic agents; n = 474).
Primary outcome was incidence of delirium during the first 7 postoperative days. Secondary outcomes analyzed in this article include delirium severity, duration, and subtype; postoperative pain score; length of hospitalization; 30-day all-cause mortality; and complications.
Among 950 randomized patients (mean age, 76.5 years; 247 [26.8%] male), 941 were evaluable for the primary outcome (6 canceled surgery and 3 withdrew consent). Postoperative delirium occurred in 29 (6.2%) in the regional anesthesia group vs 24 (5.1%) in the general anesthesia group (unadjusted risk difference [RD], 1.1%; 95% CI, -1.7% to 3.8%; P = .48; unadjusted relative risk [RR], 1.2 [95% CI, 0.7 to 2.0]; P = .57]). Mean severity score of delirium was 23.0 vs 24.1, respectively (unadjusted difference, -1.1; 95% CI, -4.6 to 3.1). A single delirium episode occurred in 16 (3.4%) vs 10 (2.1%) (unadjusted RD, 1.1%; 95% CI, -1.7% to 3.9%; RR, 1.6 [95% CI, 0.7 to 3.5]). Hypoactive subtype in 11 (37.9%) vs 5 (20.8%) (RD, 11.5; 95% CI, -11.0% to 35.7%; RR, 2.2 [95% CI, 0.8 to 6.3]). Median worst pain score was 0 (IQR, 0 to 20) vs 0 (IQR, 0 to 10) (difference 0; 95% CI, 0 to 0). Median length of hospitalization was 7 days (IQR, 5 to 10) vs 7 days (IQR, 6 to 10) (difference 0; 95% CI, 0 to 0). Death occurred in 8 (1.7%) vs 4 (0.9%) (unadjusted RD, -0.8%; 95% CI, -2.2% to 0.7%; RR, 2.0 [95% CI, 0.6 to 6.5]). Adverse events were reported in 106 episodes in the regional anesthesia group and 102 in the general anesthesia group; the most frequently reported adverse events were nausea and vomiting (47 [44.3%] vs 34 [33.3%]) and postoperative hypotension (13 [12.3%] vs 10 [9.8%]).
In patients aged 65 years and older undergoing hip fracture surgery, regional anesthesia without sedation did not significantly reduce the incidence of postoperative delirium compared with general anesthesia.
ClinicalTrials.gov Identifier: NCT02213380."
34912603,"Introduction The aim of this study is to evaluate the usefulness of YouTube videos about retinal detachment surgery as a resource. Methods The first 100 videos were evaluated when they were scanned by typing ""retinal detachment surgery "" in the YouTube search engine. These videos were also analyzed and scored using DISCERN, Journal of the American Medical Association (JAMA), and Global Quality (GQ) scoring systems. Results The DISCERN score of the evaluated videos was 39.5±8.4; JAMA score was 1.9±0.5; and the GQ score was 2.1±0.5. According to the results, retinal detachment surgery videos, DISCERN score is medium; The JAMA score was evaluated as low quality and poor quality in the GQ score. Conclusion Although there are enough videos on YouTube with retinal detachment surgery, its usefulness as a resource is low, and its quality is poor."
34905747,"To assess the quality and readability of 24 of the most accessed menopause hormone therapy (MHT) websites by Canadian women.
The top 24 websites from Google, Bing, and Yahoo were identified using the search term ""hormone replacement therapy."" Five menopause specialists assessed website content quality using the DISCERN Instrument, Journal of the American Medical Association (JAMA) benchmarks, and Abbott's Scale. Two reviewers assessed website credibility using the Health on the Net Foundation Code of Conduct certification, and website readability using the Simple Measure of Gobbledygook, Flesch-Kincaid Grade Level, and Flesch-Kincaid Read Ease formulae.
Scores for quality of information varied. The mean JAMA score was low at 2.3 ± 1.1 (out of 4). Only one website met all benchmarks. Fourteen websites (58%) had a good/excellent DISCERN score, while four (17%) had a poor/very poor score. For Abbott's Scale, both the mean authorship score at 2.2 ± 1.0 (out of 4) and mean content score at 45.9 ± 9.8 (out of 100) were low. Inter-rater reliability was high for all tools. Fifteen websites (63%) were Health on the Net Foundation Code of Conduct certified. The mean Flesch-Kincaid Read Ease was 42.7 ± 10.3, mean Flesch-Kincaid Grade Level was 12.3 ± 1.9, and mean Simple Measure of Gobbledygook grade level was 11.3 ± 1.5. Only one website presented content at a reading level recommended for the public. Websites meeting more JAMA benchmarks were significantly less readable (P < 0.05).
Although good quality MHT information exists online, several resources are inaccurate or incomplete. Overall, these resources are not considered comprehensible by the public. There is a need to disseminate accurate, comprehensive, and understandable MHT information online."
34905031,"Chronic lung diseases are a leading cause of morbidity and mortality. Unlike chronic obstructive pulmonary disease, clinical outcomes associated with proportional reductions in expiratory lung volumes without obstruction, otherwise known as preserved ratio impaired spirometry (PRISm), are poorly understood.
To examine the prevalence, correlates, and clinical outcomes associated with PRISm in US adults.
The National Heart, Lung, and Blood Institute (NHLBI) Pooled Cohorts Study was a retrospective study with harmonized pooled data from 9 US general population-based cohorts (enrollment, 65 251 participants aged 18 to 102 years of whom 53 701 participants had valid baseline lung function) conducted from 1971-2011 (final follow-up, December 2018).
Participants were categorized into mutually exclusive groups by baseline lung function. PRISm was defined as the ratio of forced expiratory volume in the first second to forced vital capacity (FEV1:FVC) greater than or equal to 0.70 and FEV1 less than 80% predicted; obstructive spirometry FEV1:FVC ratio of less than 0.70; and normal spirometry FEV1:FVC ratio greater than or equal to 0.7 and FEV1 greater than or equal to 80% predicted.
Main outcomes were all-cause mortality, respiratory-related mortality, coronary heart disease (CHD)-related mortality, respiratory-related events (hospitalizations and mortality), and CHD-related events (hospitalizations and mortality) classified by adjudication or validated administrative criteria. Absolute risks were adjusted for age and smoking status. Poisson and Cox proportional hazards models comparing PRISm vs normal spirometry were adjusted for age, sex, race and ethnicity, education, body mass index, smoking status, cohort, and comorbidities.
Among all participants (mean [SD] age, 53.2 [15.8] years, 56.4% women, 48.5% never-smokers), 4582 (8.5%) had PRISm. The presence of PRISm relative to normal spirometry was significantly associated with obesity (prevalence, 48.3% vs 31.4%; prevalence ratio [PR], 1.68 [95% CI, 1.55-1.82]), underweight (prevalence, 1.4% vs 1.0%; PR, 2.20 [95% CI, 1.72-2.82]), female sex (prevalence, 60.3% vs 59.0%; PR, 1.07 [95% CI, 1.01-1.13]), and current smoking (prevalence, 25.2% vs 17.5%; PR, 1.33 [95% CI, 1.22-1.45]). PRISm, compared with normal spirometry, was significantly associated with greater all-cause mortality (29.6/1000 person-years vs 18.0/1000 person-years; difference, 11.6/1000 person-years [95% CI, 10.0-13.1]; adjusted hazard ratio [HR], 1.50 [95% CI, 1.42-1.59]), respiratory-related mortality (2.1/1000 person-years vs 1.0/1000 person-years; difference, 1.1/1000 person-years [95% CI, 0.7-1.6]; adjusted HR, 1.95 [95% CI, 1.54-2.48]), CHD-related mortality (5.4/1000 person-years vs 2.6/1000 person-years; difference, 2.7/1000 person-years [95% CI, 2.1-3.4]; adjusted HR, 1.55 [95% CI, 1.36-1.77]), respiratory-related events (12.2/1000 person-years vs 6.0/1000 person-years; difference, 6.2/1000 person-years [95% CI, 4.9-7.5]; adjusted HR, 1.90 [95% CI, 1.69-2.14]), and CHD-related events (11.7/1000 person-years vs 7.0/1000 person-years; difference, 4.7/1000 person-years [95% CI, 3.7-5.8]; adjusted HR, 1.30 [95% CI, 1.18-1.42]).
In a large, population-based sample of US adults, baseline PRISm, compared with normal spirometry, was associated with a small but statistically significant increased risk for mortality and adverse cardiovascular and respiratory outcomes. Further research is needed to explore whether this association is causal."
34905030,"Patent foramen ovale (PFO)-associated strokes comprise approximately 10% of ischemic strokes in adults aged 18 to 60 years. While device closure decreases stroke recurrence risk overall, the best treatment for any individual is often unclear.
To evaluate heterogeneity of treatment effect of PFO closure on stroke recurrence based on previously developed scoring systems.
Investigators for the Systematic, Collaborative, PFO Closure Evaluation (SCOPE) Consortium pooled individual patient data from all 6 randomized clinical trials that compared PFO closure plus medical therapy vs medical therapy alone in patients with PFO-associated stroke, and included a total of 3740 participants. The trials were conducted worldwide from 2000 to 2017.
PFO closure plus medical therapy vs medical therapy alone. Subgroup analyses used the Risk of Paradoxical Embolism (RoPE) Score (a 10-point scoring system in which higher scores reflect younger age and the absence of vascular risk factors) and the PFO-Associated Stroke Causal Likelihood (PASCAL) Classification System, which combines the RoPE Score with high-risk PFO features (either an atrial septal aneurysm or a large-sized shunt) to classify patients into 3 categories of causal relatedness: unlikely, possible, and probable.
Ischemic stroke.
Over a median follow-up of 57 months (IQR, 24-64), 121 outcomes occurred in 3740 patients. The annualized incidence of stroke with medical therapy was 1.09% (95% CI, 0.88%-1.36%) and with device closure was 0.47% (95% CI, 0.35%-0.65%) (adjusted hazard ratio [HR], 0.41 [95% CI, 0.28-0.60]). The subgroup analyses showed statistically significant interaction effects. Patients with low vs high RoPE Score had HRs of 0.61 (95% CI, 0.37-1.00) and 0.21 (95% CI, 0.11-0.42), respectively (P for interaction = .02). Patients classified as unlikely, possible, and probable using the PASCAL Classification System had HRs of 1.14 (95% CI, 0.53-2.46), 0.38 (95% CI, 0.22-0.65), and 0.10 (95% CI, 0.03-0.35), respectively (P for interaction = .003). The 2-year absolute risk reduction was -0.7% (95% CI, -4.0% to 2.6%), 2.1% (95% CI, 0.6%-3.6%), and 2.1% (95% CI, 0.9%-3.4%) in the unlikely, possible, and probable PASCAL categories, respectively. Device-associated adverse events were generally higher among patients classified as unlikely; the absolute risk increases in atrial fibrillation beyond day 45 after randomization with a device were 4.41% (95% CI, 1.02% to 7.80%), 1.53% (95% CI, 0.33% to 2.72%), and 0.65% (95% CI, -0.41% to 1.71%) in the unlikely, possible, and probable PASCAL categories, respectively.
Among patients aged 18 to 60 years with PFO-associated stroke, risk reduction for recurrent stroke with device closure varied across groups classified by their probabilities that the stroke was causally related to the PFO. Application of this classification system has the potential to guide individualized decision-making."
34905026,"Acute appendicitis is the most common abdominal surgical emergency in the world, with an annual incidence of 96.5 to 100 cases per 100 000 adults.
The clinical diagnosis of acute appendicitis is based on history and physical, laboratory evaluation, and imaging. Classic symptoms of appendicitis include vague periumbilical pain, anorexia/nausea/intermittent vomiting, migration of pain to the right lower quadrant, and low-grade fever. The diagnosis of acute appendicitis is made in approximately 90% of patients presenting with these symptoms. Laparoscopic appendectomy remains the most common treatment. However, increasing evidence suggests that broad-spectrum antibiotics, such as piperacillin-tazobactam monotherapy or combination therapy with either cephalosporins or fluroquinolones with metronidazole, successfully treats uncomplicated acute appendicitis in approximately 70% of patients. Specific imaging findings on computed tomography (CT), such as appendiceal dilatation (appendiceal diameter ≥7 mm), or presence of appendicoliths, defined as the conglomeration of feces in the appendiceal lumen, identify patients for whom an antibiotics-first management strategy is more likely to fail. CT findings of appendicolith, mass effect, and a dilated appendix greater than 13 mm are associated with higher risk of treatment failure (≈40%) of an antibiotics-first approach. Therefore, surgical management should be recommended in patients with CT findings of appendicolith, mass effect, or a dilated appendix who are fit for surgery, defined as having relatively low risk of adverse outcomes or postoperative mortality and morbidity. In patients without high-risk CT findings, either appendectomy or antibiotics can be considered as first-line therapy. In unfit patients without these high-risk CT findings, the antibiotics-first approach is recommended, and surgery may be considered if antibiotic treatment fails. In unfit patients with high-risk CT findings, perioperative risk assessment as well as patient preferences should be considered.
Acute appendicitis affects 96.5 to 100 people per 100 000 adults per year worldwide. Appendectomy remains first-line therapy for acute appendicitis, but treatment with antibiotics rather than surgery is appropriate in selected patients with uncomplicated appendicitis."
34902013,"The benefits of surfactant administration via a thin catheter (minimally invasive surfactant therapy [MIST]) in preterm infants with respiratory distress syndrome are uncertain.
To examine the effect of selective application of MIST at a low fraction of inspired oxygen threshold on survival without bronchopulmonary dysplasia (BPD).
Randomized clinical trial including 485 preterm infants with a gestational age of 25 to 28 weeks who were supported with continuous positive airway pressure (CPAP) and required a fraction of inspired oxygen of 0.30 or greater within 6 hours of birth. The trial was conducted at 33 tertiary-level neonatal intensive care units around the world, with blinding of the clinicians and outcome assessors. Enrollment took place between December 16, 2011, and March 26, 2020; follow-up was completed on December 2, 2020.
Infants were randomized to the MIST group (n = 241) and received exogenous surfactant (200 mg/kg of poractant alfa) via a thin catheter or to the control group (n = 244) and received a sham (control) treatment; CPAP was continued thereafter in both groups unless specified intubation criteria were met.
The primary outcome was the composite of death or physiological BPD assessed at 36 weeks' postmenstrual age. The components of the primary outcome (death prior to 36 weeks' postmenstrual age and BPD at 36 weeks' postmenstrual age) also were considered separately.
Among the 485 infants randomized (median gestational age, 27.3 weeks; 241 [49.7%] female), all completed follow-up. Death or BPD occurred in 105 infants (43.6%) in the MIST group and 121 (49.6%) in the control group (risk difference [RD], -6.3% [95% CI, -14.2% to 1.6%]; relative risk [RR], 0.87 [95% CI, 0.74 to 1.03]; P = .10). Incidence of death before 36 weeks' postmenstrual age did not differ significantly between groups (24 [10.0%] in MIST vs 19 [7.8%] in control; RD, 2.1% [95% CI, -3.6% to 7.8%]; RR, 1.27 [95% CI, 0.63 to 2.57]; P = .51), but incidence of BPD in survivors to 36 weeks' postmenstrual age was lower in the MIST group (81/217 [37.3%] vs 102/225 [45.3%] in the control group; RD, -7.8% [95% CI, -14.9% to -0.7%]; RR, 0.83 [95% CI, 0.70 to 0.98]; P = .03). Serious adverse events occurred in 10.3% of infants in the MIST group and 11.1% in the control group.
Among preterm infants with respiratory distress syndrome supported with CPAP, minimally invasive surfactant therapy compared with sham (control) treatment did not significantly reduce the incidence of the composite outcome of death or bronchopulmonary dysplasia at 36 weeks' postmenstrual age. However, given the statistical uncertainty reflected in the 95% CI, a clinically important effect cannot be excluded.
anzctr.org.au Identifier: ACTRN12611000916943."
34879143,"For critically ill adults undergoing emergency tracheal intubation, failure to intubate the trachea on the first attempt occurs in up to 20% of cases and is associated with severe hypoxemia and cardiac arrest. Whether using a tracheal tube introducer (""bougie"") increases the likelihood of successful intubation compared with using an endotracheal tube with stylet remains uncertain.
To determine the effect of use of a bougie vs an endotracheal tube with stylet on successful intubation on the first attempt.
The Bougie or Stylet in Patients Undergoing Intubation Emergently (BOUGIE) trial was a multicenter, randomized clinical trial among 1102 critically ill adults undergoing tracheal intubation in 7 emergency departments and 8 intensive care units in the US between April 29, 2019, and February 14, 2021; the date of final follow-up was March 14, 2021.
Patients were randomly assigned to use of a bougie (n = 556) or use of an endotracheal tube with stylet (n = 546).
The primary outcome was successful intubation on the first attempt. The secondary outcome was the incidence of severe hypoxemia, defined as a peripheral oxygen saturation less than 80%.
Among 1106 patients randomized, 1102 (99.6%) completed the trial and were included in the primary analysis (median age, 58 years; 41.0% women). Successful intubation on the first attempt occurred in 447 patients (80.4%) in the bougie group and 453 patients (83.0%) in the stylet group (absolute risk difference, -2.6 percentage points [95% CI, -7.3 to 2.2]; P = .27). A total of 58 patients (11.0%) in the bougie group experienced severe hypoxemia, compared with 46 patients (8.8%) in the stylet group (absolute risk difference, 2.2 percentage points [95% CI, -1.6 to 6.0]). Esophageal intubation occurred in 4 patients (0.7%) in the bougie group and 5 patients (0.9%) in the stylet group, pneumothorax was present after intubation in 14 patients (2.5%) in the bougie group and 15 patients (2.7%) in the stylet group, and injury to oral, glottic, or thoracic structures occurred in 0 patients in the bougie group and 3 patients (0.5%) in the stylet group.
Among critically ill adults undergoing tracheal intubation, use of a bougie did not significantly increase the incidence of successful intubation on the first attempt compared with use of an endotracheal tube with stylet.
ClinicalTrials.gov Identifier: NCT03928925."
34877926,"Keratoconus (KC) treatment in the early stage is usually with glasses or soft toric contact lenses, in advanced stages rigid gas-permeable corneal or scleral contact lenses are used. Optometrists should be aware of misleading information from online platforms when providing information to keratoconus patients.
Keratoconus is a progressive corneal disease characterised by stromal thinning and corneal ectasia. To the best of our knowledge, there is no study evaluating the popularity, quality, and reliability of videos about keratoconus disease and its treatment published on YouTube. In our study, we aimed to evaluate the credibility, quality, and popularity of YouTube videos about keratoconus.
This is a retrospective, cross-sectional, register-based study. A YouTube search was performed using the keywords 'keratoconus', 'keratoconus disease', 'keratoconus treatment', 'keratoconus cross linking'. The quality and reliability of video content were measured using the DISCERN questionnaire, the Journal of the American Medical Association (JAMA) score, and the Global Quality Score (GQS). The video power index was used to evaluate the popularity of the videos.
One hundred videos were included in the study. The average duration was 6.33 min and average total number of views was 14,940. The mean DISCERN, JAMA, and GQS scores were 42.57 ± 12.04 (intermediate quality), 1.77 ± 0.51 (poor quality), and 3.63 ± 1.03 (intermediate quality), respectively. The mean video power index was 11.02 ± 24.55 (range, 0-193). The DISCERN score was significantly positively correlated with GQS and JAMA scores (p ≤ 0.001).
This study showed that YouTube videos about keratoconus contain moderately useful information for patients. So, physicians, being aware of the quality and diversity of online information, should correct any misinformation they encounter while face-to-face with patients."
34874420,"Being born small for gestational age (SGA) is a leading cause of perinatal morbidity and mortality with no effective prevention or therapy. Maternal suboptimal nutrition and high stress levels have been associated with poor fetal growth and adverse pregnancy outcomes.
To investigate whether structured interventions based on a Mediterranean diet or mindfulness-based stress reduction (stress reduction) in high-risk pregnancies can reduce the percentage of newborns who were born SGA and other adverse pregnancy outcomes.
Parallel-group randomized clinical trial conducted at a university hospital in Barcelona, Spain, including 1221 individuals with singleton pregnancies (19-23 weeks' gestation) at high risk for SGA. Enrollment took place from February 1, 2017, to October 10, 2019, with follow-up until delivery (final follow-up on March 1, 2020).
Participants in the Mediterranean diet group (n = 407) received 2 hours monthly of individual and group educational sessions and free provision of extra-virgin olive oil and walnuts. Individuals in the stress reduction group (n = 407) underwent an 8-week stress reduction program adapted for pregnancy, consisting of weekly 2.5-hour sessions and 1 full-day session. Individuals in the usual care group (n = 407) received pregnancy care per institutional protocols.
The primary end point was the percentage of newborns who were SGA at delivery, defined as birth weight below the 10th percentile. The secondary end point was a composite adverse perinatal outcome (at least 1 of the following: preterm birth, preeclampsia, perinatal mortality, severe SGA, neonatal acidosis, low Apgar score, or presence of any major neonatal morbidity).
Among the 1221 randomized individuals (median [IQR] age, 37 [34-40] years), 1184 (97%) completed the trial (392 individuals assigned to the Mediterranean diet group, 391 to the stress reduction group, and 401 to the usual care group). SGA occurred in 88 newborns (21.9%) in the control group, 55 (14.0%) in the Mediterranean diet group (odds ratio [OR], 0.58 [95% CI, 0.40-0.84]; risk difference [RD], -7.9 [95% CI, -13.6 to -2.6]; P = .004), and 61 (15.6%) in the stress reduction group (OR, 0.66 [95% CI, 0.46-0.94]; RD, -6.3 [95% CI, -11.8 to -0.9]; P = .02). The composite adverse perinatal outcome occurred in 105 newborns (26.2%) in the control group, 73 (18.6%) in the Mediterranean diet group (OR, 0.64 [95% CI, 0.46-0.90]; RD, -7.6 [95% CI, -13.4 to -1.8]; P = .01), and 76 (19.5%) in the stress reduction group (OR, 0.68 [95% CI, 0.49-0.95]; RD, -6.8 [95% CI, -12.6 to -0.3]; P = .02).
In this randomized trial conducted at a single institution in Spain, treating pregnant individuals at high risk for SGA with a structured Mediterranean diet or with mindfulness-based stress reduction, compared with usual care, significantly reduced the percentage of newborns with birth weight below the 10th percentile. Due to important study limitations, these findings should be considered preliminary and require replication, as well as assessment in additional patient populations, before concluding that these treatments should be recommended to patients.
ClinicalTrials.gov Identifier: NCT03166332."
34874419,"The effect of high-flow oxygen therapy vs conventional oxygen therapy has not been established in the setting of severe COVID-19.
To determine the effect of high-flow oxygen therapy through a nasal cannula compared with conventional oxygen therapy on need for endotracheal intubation and clinical recovery in severe COVID-19.
Randomized, open-label clinical trial conducted in emergency and intensive care units in 3 hospitals in Colombia. A total of 220 adults with respiratory distress and a ratio of partial pressure of arterial oxygen to fraction of inspired oxygen of less than 200 due to COVID-19 were randomized from August 2020 to January 2021, with last follow-up on February 10, 2021.
Patients were randomly assigned to receive high-flow oxygen through a nasal cannula (n = 109) or conventional oxygen therapy (n = 111).
The co-primary outcomes were need for intubation and time to clinical recovery until day 28 as assessed by a 7-category ordinal scale (range, 1-7, with higher scores indicating a worse condition). Effects of treatments were calculated with a Cox proportional hazards model adjusted for hypoxemia severity, age, and comorbidities.
Among 220 randomized patients, 199 were included in the analysis (median age, 60 years; n = 65 women [32.7%]). Intubation occurred in 34 (34.3%) randomized to high-flow oxygen therapy and in 51 (51.0%) randomized to conventional oxygen therapy (hazard ratio, 0.62; 95% CI, 0.39-0.96; P = .03). The median time to clinical recovery within 28 days was 11 (IQR, 9-14) days in patients randomized to high-flow oxygen therapy vs 14 (IQR, 11-19) days in those randomized to conventional oxygen therapy (hazard ratio, 1.39; 95% CI, 1.00-1.92; P = .047). Suspected bacterial pneumonia occurred in 13 patients (13.1%) randomized to high-flow oxygen and in 17 (17.0%) of those randomized to conventional oxygen therapy, while bacteremia was detected in 7 (7.1%) vs 11 (11.0%), respectively.
Among patients with severe COVID-19, use of high-flow oxygen through a nasal cannula significantly decreased need for mechanical ventilation support and time to clinical recovery compared with conventional low-flow oxygen therapy.
ClinicalTrials.gov Identifier: NCT04609462."
