Text,Keywords
"A novel series of cis-diphenylethene and benzophenone derivatives as tubulin/HDAC dual-targeting inhibitors were designed and synthesized. Among them, compound 28g exhibited the most potent antiproliferative activities against six different human cancer cell lines, 28g could not only inhibited tubulin polymerization, disrupted cellular microtubule networks but also selectively inhibited class IIa HDACs, especially HDAC7 activity. Further molecular docking demonstrated 28g could occupy the binding pockets of tubulin and HDAC7 meanwhile. Cellular mechanism studies revealed that 28g could induce G2/M phase arrest by down-regulated expression of p-cdc2 and cell apoptosis by regulating mitochondrial membrane potential, reactive oxygen species (ROS) levels and apoptosis-related proteins (PARP, Caspase families) in a dose-dependent manner. Importantly, 28g significantly inhibited HUVEC tube formation, proliferation, migration and invasion. The inhibitory effect against angiogenesis in vivo was confirmed by zebrafish xenograft. Furthermore, 28g could effectively suppress the proliferation and metastasis of MGC-803 cells in vitro and in zebrafish xenograft. All above results indicated that 28g can act as a promising antitumor and antiangiogenic agent via targeting tubulin and class IIa HDACs.","['six different human cancer cell lines', '28g significantly inhibited huvec tube formation', 'molecular docking demonstrated 28g could occupy', 'also selectively inhibited class iia hdacs', 'antiangiogenic agent via targeting tubulin', 'regulating mitochondrial membrane potential', 'disrupted cellular microtubule networks', 'cellular mechanism studies revealed', '28g could induce g2', '28g could effectively suppress', 'class iia hdacs', 'inhibited tubulin polymerization', 'compound 28g exhibited', 'reactive oxygen species', 'potent antiproliferative activities', 'especially hdac7 activity', '28g could', 'targeting inhibitors', 'cell apoptosis', 'hdac7 meanwhile', 'zebrafish xenograft', 'zebrafish xenograft', 'results indicated', 'related proteins', 'regulated expression', 'promising antitumor', 'phase arrest', 'novel series', 'inhibitory effect', 'hdac dual', 'dependent manner', 'caspase families', 'binding pockets', 'benzophenone derivatives', '803 cells', '28g', 'tubulin', 'tubulin', 'apoptosis', 'vivo', 'vitro', 'synthesized', 'ros', 'proliferation', 'proliferation', 'parp', 'p', 'migration', 'mgc', 'metastasis', 'levels', 'invasion', 'importantly', 'furthermore', 'dose', 'diphenylethene', 'designed', 'confirmed', 'cis', 'cdc2', 'angiogenesis', 'among', 'act']"
"GPR27 belongs, with GPR85 and GPR173, to a small subfamily of three receptors called ""Super-Conserved Receptors Expressed in the Brain"" (SREB). It has been postulated to participate in key physiological processes such as neuronal plasticity, energy metabolism, and pancreatic β-cell insulin secretion and regulation. Recently, we reported the first selective GPR27 agonist, 2,4-dichloro-N-(4-(N-phenylsulfamoyl)phenyl)benzamide (I, pEC","['n -( 4 -( n', 'first selective gpr27 agonist', 'three receptors called', 'key physiological processes', 'conserved receptors expressed', 'cell insulin secretion', 'gpr27 belongs', 'sreb ).', 'small subfamily', 'pancreatic β', 'neuronal plasticity', 'energy metabolism', '4', 'super', 'reported', 'regulation', 'recently', 'postulated', 'phenylsulfamoyl', 'phenyl', 'pec', 'participate', 'gpr85', 'gpr173', 'dichloro', 'brain', 'benzamide', '2']"
"Protein kinases have grown over the past few years as a crucial target for different cancer types. With the multifactorial nature of cancer, and the fast development of drug resistance for conventional chemotherapeutics, a strategy for designing multi-target agents was suggested to potentially increase drug efficacy, minimize side effects and retain the proper pharmacokinetic properties. Kinase inhibitors were used extensively in such strategy. Different kinase inhibitor agents which target EGFR, VEGFR, c-Met, CDK, PDK and other targets were merged into hybrids with conventional chemotherapeutics such as tubulin polymerization and topoisomerase inhibitors. Other hybrids were designed gathering kinase inhibitors with targeted cancer therapy such as HDAC, PARP, HSP 90 inhibitors. Nitric oxide donor molecules were also merged with kinase inhibitors for cancer therapy. The current review presents the hybrids designed in the past five years discussing their design principles, results and highlights their future perspectives.","['nitric oxide donor molecules', 'potentially increase drug efficacy', 'different kinase inhibitor agents', 'past five years discussing', 'designed gathering kinase inhibitors', 'proper pharmacokinetic properties', 'minimize side effects', 'current review presents', 'different cancer types', 'hsp 90 inhibitors', 'targeted cancer therapy', 'kinase inhibitors', 'kinase inhibitors', 'target agents', 'drug resistance', 'cancer therapy', 'topoisomerase inhibitors', 'hybrids designed', 'used extensively', 'tubulin polymerization', 'target egfr', 'protein kinases', 'multifactorial nature', 'future perspectives', 'fast development', 'designing multi', 'design principles', 'crucial target', 'conventional chemotherapeutics', 'conventional chemotherapeutics', 'also merged', 'years', 'past', 'cancer', 'merged', 'hybrids', 'hybrids', 'vegfr', 'targets', 'suggested', 'strategy', 'strategy', 'retain', 'results', 'pdk', 'parp', 'met', 'highlights', 'hdac', 'grown', 'cdk', 'c']"
"In order to obtain new anti-hepatoma drugs with low toxicity, some 1,4,5,6,7,8-hexahydropyrido[4,3-d]pyrimidines (PPMs, 4a-t) were synthesized in this study. Many of them showed significant anti-hepatoma effects against HCC cells and low toxicity toward HHL-5 cells. Combined with their anti-hepatoma activity and toxicity, 4-CF","['low toxicity toward hhl', 'showed significant anti', 'obtain new anti', 'low toxicity', 'hepatoma effects', 'hepatoma drugs', 'hepatoma activity', 'hcc cells', '5 cells', 'toxicity', 'anti', '5', 'synthesized', 'study', 'pyrimidines', 'ppms', 'order', 'many', 'hexahydropyrido', 'combined', 'cf', '8', '7', '6', '4a', '4', '4', '4', '3', '1']"
"Cytotoxic T lymphocyte (CTL), a key effector cell in aplastic anemia (AA) immune injury, is shown to be a potential target for AA drug therapy. However, there is no candidate for this target till now. Oriented by the inhibition activity of CTL and macrophage derived nitric oxide (NO), a series of novel sinomenine derivatives on rings A and C are designed, synthesized and screened. Among them, compound 3a demonstrates the best inhibitory activity on CTL with an IC","['macrophage derived nitric oxide', 'novel sinomenine derivatives', 'key effector cell', 'compound 3a demonstrates', 'best inhibitory activity', 'aa drug therapy', 'inhibition activity', 'target till', 'potential target', 'immune injury', 'aplastic anemia', 'ctl ),', 'aa', '),', 'ctl', 'ctl', 'synthesized', 'shown', 'series', 'screened', 'rings', 'oriented', 'lymphocyte', 'ic', 'however', 'designed', 'cytotoxic', 'candidate', 'c', 'among']"
"Zika virus belongs to the Flavivirus family of RNA viruses, which include other important human pathogens such as dengue and West Nile virus. There are no approved antiviral drugs for these viruses. The highly conserved NS2B-NS3 protease of Flavivirus is essential for the replication of these viruses and it is therefore a drug target. Compound screen followed by medicinal chemistry optimization yielded a novel series of 2,6-disubstituted indole compounds that are potent inhibitors of Zika virus protease (ZVpro) with IC","['medicinal chemistry optimization yielded', 'zika virus belongs', 'west nile virus', 'important human pathogens', 'highly conserved ns2b', 'disubstituted indole compounds', 'compound screen followed', 'approved antiviral drugs', 'zika virus protease', 'ns3 protease', 'potent inhibitors', 'novel series', 'drug target', 'flavivirus family', 'rna viruses', 'flavivirus', 'viruses', 'viruses', 'zvpro', 'therefore', 'replication', 'include', 'ic', 'essential', 'dengue', '6', '2']"
"Mycobacterium tuberculosis thymidylate kinase (MtTMPK) has emerged as an attractive target for rational drug design. We recently investigated new families of non-nucleoside MtTMPK inhibitors in an effort to diversify MtTMPK inhibitor chemical space. We here report a new series of MtTMPK inhibitors by combining the Topliss scheme with rational drug design approaches, fueled by two co-crystal structures of MtTMPK in complex with developed inhibitors. These efforts furnished the most potent MtTMPK inhibitors in our assay, with two analogues displaying low micromolar MIC values against H37Rv Mtb. Prepared inhibitors address new sub-sites in the MtTMPK nucleotide binding pocket, thereby offering new insights into its druggability. We studied the role of efflux pumps as well as the impact of cell wall permeabilizers for selected compounds to potentially provide an explanation for the lack of correlation between potent enzyme inhibition and whole-cell activity.","['two analogues displaying low micromolar mic values', 'diversify mttmpk inhibitor chemical space', 'prepared inhibitors address new sub', 'mycobacterium tuberculosis thymidylate kinase', 'thereby offering new insights', 'recently investigated new families', 'mttmpk nucleotide binding pocket', 'rational drug design approaches', 'rational drug design', 'potent enzyme inhibition', 'potent mttmpk inhibitors', 'nucleoside mttmpk inhibitors', 'cell wall permeabilizers', 'two co', 'new series', 'mttmpk inhibitors', 'developed inhibitors', 'cell activity', 'topliss scheme', 'selected compounds', 'potentially provide', 'h37rv mtb', 'efforts furnished', 'efflux pumps', 'crystal structures', 'attractive target', 'mttmpk', 'mttmpk', 'whole', 'well', 'studied', 'sites', 'role', 'report', 'non', 'lack', 'impact', 'fueled', 'explanation', 'emerged', 'effort', 'druggability', 'correlation', 'complex', 'combining', 'assay']"
"Pyrazolopyrimidine scaffold is one of the privileged heterocycles in drug discovery. This scaffold produced numerous biological activities in which anticancer is important one. Previous studies showed its importance in interactions with various receptors such as growth factor receptor, TGFBR2 gene, CDK2/cyclin E and Abl kinase, adenosine receptor, calcium-dependent Protein Kinase, Pim-1 kinase, Potent Janus kinase 2, BTK kinase, P21-activated kinase 1, extracellular signal-regulated kinase 2, histone lysine demethylase and Human Kinesin-5. However, there is a need of numerous studies for the discovery of target based potential compounds. The structure activity relationship studies may help to explore the generation of potential compounds in short time period. Therefore, in the present review we tried to explore the structural aspects of Pyrazolopyrimidine with their structure activity relationship against various targets for the development of potential compounds. The current review is the compilation of significant advances made on Pyrazolopyrimidines reported between 2015 and 2020.","['structure activity relationship studies may help', 'scaffold produced numerous biological activities', 'potent janus kinase 2', 'structure activity relationship', 'target based potential compounds', 'previous studies showed', 'regulated kinase 2', 'significant advances made', 'short time period', 'histone lysine demethylase', 'dependent protein kinase', 'growth factor receptor', 'activated kinase 1', 'numerous studies', 'potential compounds', 'potential compounds', '1 kinase', 'pyrazolopyrimidine scaffold', 'btk kinase', 'abl kinase', 'adenosine receptor', 'various targets', 'various receptors', 'tgfbr2 gene', 'structural aspects', 'pyrazolopyrimidines reported', 'privileged heterocycles', 'present review', 'human kinesin', 'extracellular signal', 'cyclin e', 'current review', 'important one', 'drug discovery', 'pyrazolopyrimidine', 'one', 'discovery', 'tried', 'therefore', 'pim', 'p21', 'need', 'interactions', 'importance', 'however', 'generation', 'explore', 'explore', 'development', 'compilation', 'cdk2', 'calcium', 'anticancer', '5', '2020', '2015']"
SARS-CoV-2 as a positive-sense single-stranded RNA coronavirus caused the global outbreak of COVID-19. The main protease (M,"['stranded rna coronavirus caused', 'sense single', 'main protease', 'global outbreak', 'sars', 'positive', 'covid', 'cov', '2', '19']"
"GLS4, a potent antiviral drug candidate, has been widely studied and entered into phase II clinical trials. Nevertheless, the therapeutic application of GLS4 is limited due to poor water solubility, short half-life, and low bioavailability. In order to improve the hydrophilicity and pharmacokinetic (PK) properties of GLS4, herein, we retained the dominant fragments, and used a scaffold hopping strategy to replace the easily metabolized morpholine ring of GLS4 with diverse sizes of spiro rings consisting of hydrogen bond donor and acceptor substituents. Potent in vitroanti-HBV activity and low cytotoxicity were observed for compound 4r (EC","['phase ii clinical trials', 'easily metabolized morpholine ring', 'potent antiviral drug candidate', 'spiro rings consisting', 'scaffold hopping strategy', 'poor water solubility', 'hydrogen bond donor', 'widely studied', 'therapeutic application', 'short half', 'low cytotoxicity', 'low bioavailability', 'limited due', 'hbv activity', 'dominant fragments', 'diverse sizes', 'compound 4r', 'acceptor substituents', 'potent', 'vitroanti', 'used', 'retained', 'replace', 'properties', 'pk', 'pharmacokinetic', 'order', 'observed', 'nevertheless', 'life', 'improve', 'hydrophilicity', 'herein', 'gls4', 'gls4', 'gls4', 'gls4', 'entered', 'ec']"
"Acute lung injury/acute respiratory distress syndrome (ALI/ARDS), a clinically high mortality disease, has not been effectively treated till now, and the development of anti-acute lung injury drugs is imminent. Acute lung injury was efficiently treated by inhibiting the cascade of inflammation, and reducing the inflammatory response in the lung. A series of novel compounds with highly efficient inhibiting the expression of inflammatory factors were designed by using 4-indolyl-2-aminopyrimidine as the core skeleton. Totally eleven 4-indolyl-2-arylaminopyrimidine derivatives were designed and synthesized. As well, the related anti-ALI activity of these compounds was evaluated. Compounds 6c and 6h showed a superior activity among these compounds, and the inhibition rate of IL-6 and IL-8 release ranged from 62% to 77%, and from 65% to 72%, respectively. Furthermore, most of compounds had no significant cytotoxicity in vitro. The infiltration of inflammatory cells into lung tissue significantly reduced by using compound 6h (20 mg/kg) in the ALI mice model, which achieved the effect of protecting lung tissue and improving ALI. In addition, the inflammatory response was inhibited by using compound 6h through inhibiting phosphorylation of p-38 and ERK in MAPK signaling pathway, and resulted in protective effect on ALI. These data indicated that compound 6h showed good anti-inflammatory activity in vitro and in vivo, which was expected to become a leading compound for the treatment of ALI.","['compound 6h showed good anti', 'clinically high mortality disease', 'acute respiratory distress syndrome', 'lung tissue significantly reduced', 'acute lung injury drugs', 'acute lung injury', 'acute lung injury', 'protecting lung tissue', 'using compound 6h', 'using compound 6h', 'mapk signaling pathway', '8 release ranged', 'totally eleven 4', 'effectively treated till', '72 %, respectively', 'superior activity among', 'highly efficient inhibiting', 'ali mice model', '6h showed', 'leading compound', 'using 4', 'related anti', 'efficiently treated', '77 %,', 'inflammatory activity', 'significant cytotoxicity', 'inhibition rate', 'inhibiting phosphorylation', 'inflammatory response', 'inflammatory response', 'inflammatory factors', 'inflammatory cells', 'data indicated', 'core skeleton', 'arylaminopyrimidine derivatives', 'ards ),', 'ali activity', '20 mg', 'improving ali', 'protective effect', 'novel compounds', 'compounds 6c', 'lung', 'anti', 'inhibiting', 'ali', 'ali', 'ali', 'effect', 'compounds', 'compounds', 'compounds', 'well', 'vivo', 'vitro', 'vitro', 'treatment', 'synthesized', 'series', 'resulted', 'reducing', 'p', 'kg', 'inhibited', 'inflammation', 'infiltration', 'indolyl', 'indolyl', 'imminent', 'il', 'il', 'furthermore', 'expression', 'expected', 'evaluated', 'erk', 'development', 'designed', 'designed', 'cascade', 'become', 'aminopyrimidine', 'addition', 'achieved', '65', '62', '6', '38', '2', '2']"
"The search for new methods of antiviral therapy is primarily focused on the use of substances of natural origin. In this context, a triterpene compound, betulin 1, proved to be a good starting point for derivatization. Thirty-eight betulin acid ester derivatives were synthetized, characterized, and tested against DNA and RNA viruses. Several compounds exhibited 4- to 11-fold better activity against Enterovirus E (compound 5 EC","['eight betulin acid ester derivatives', 'several compounds exhibited 4', 'good starting point', 'fold better activity', 'compound 5 ec', 'betulin 1', 'triterpene compound', 'rna viruses', 'primarily focused', 'new methods', 'natural origin', 'enterovirus e', 'antiviral therapy', 'use', 'thirty', 'tested', 'synthetized', 'substances', 'search', 'proved', 'dna', 'derivatization', 'context', 'characterized', '11']"
"HIV-1 reverse transcriptase (RT) plays a central role in the viral life cycle, and roughly half of the FDA-approved anti-HIV drugs are targeting RT. Nucleoside analogs (NRTIs) require cellular phosphorylation for binding to RT, and to bypass this rate-limiting path, we designed a new series of acyclic nucleoside phosphonate analogs as nucleoside triphosphate mimics, aiming at the chelation of the catalytic Mg","['acyclic nucleoside phosphonate analogs', 'viral life cycle', 'require cellular phosphorylation', 'nucleoside triphosphate mimics', '1 reverse transcriptase', 'nucleoside analogs', 'roughly half', 'new series', 'limiting path', 'central role', 'catalytic mg', 'approved anti', 'hiv drugs', 'targeting rt', 'hiv', 'rt', 'rt', 'rate', 'plays', 'nrtis', 'fda', 'designed', 'chelation', 'bypass', 'binding', 'aiming']"
"HIV-1 integrase (IN) is a key enzyme in viral replication that catalyzes the covalent integration of viral cDNA into the host genome. Currently, five HIV-1 IN strand transfer inhibitors (INSTIs) are approved for clinical use. These drugs represent an important addition to the armamentarium for antiretroviral therapy. This review briefly illustrates the development history of INSTIs. The characteristics of the currently approved INSTIs, as well as their future perspectives, are critically discussed.","['strand transfer inhibitors', 'review briefly illustrates', 'currently approved instis', 'viral replication', 'viral cdna', 'key enzyme', 'important addition', 'host genome', 'future perspectives', 'drugs represent', 'development history', 'critically discussed', 'covalent integration', 'clinical use', 'antiretroviral therapy', 'five hiv', '1 integrase', 'currently', 'approved', 'instis', 'instis', 'hiv', '1', 'well', 'characteristics', 'catalyzes', 'armamentarium']"
"The tumor microenvironment contains high concentrations of TGFβ, a crucial immunosuppressive cytokine. TGFβ stimulates immune escape by promoting peripheral immune tolerance to avoid tumoricidal attack. Small-molecule inhibitors of TGFβR1 are a prospective method for next-generation immunotherapies. In the present study, we identified selective 4-aminoquinoline-based inhibitors of TGFβR1 through structural and rational-based design strategies. This led to the identification of compound 4i, which was found to be selective for TGFβR1 with the exception of MAP4K4 in the kinase profiling assay. The compound was then further optimized to remove MAP4K4 activity, since MAP4K4 is vital for proper T-cell function and its inhibition could exacerbate tumor immunosuppression. Optimization efforts led to compound 4s that inhibited TGFβR1 at an IC","['tumor microenvironment contains high concentrations', 'inhibition could exacerbate tumor immunosuppression', 'promoting peripheral immune tolerance', 'tgfβ stimulates immune escape', 'kinase profiling assay', 'crucial immunosuppressive cytokine', 'avoid tumoricidal attack', 'based design strategies', 'remove map4k4 activity', 'optimization efforts led', 'identified selective 4', 'based inhibitors', 'since map4k4', 'prospective method', 'present study', 'molecule inhibitors', 'generation immunotherapies', 'cell function', 'compound 4s', 'compound 4i', 'inhibited tgfβr1', 'tgfβ', 'selective', 'map4k4', 'led', 'compound', 'tgfβr1', 'tgfβr1', 'tgfβr1', 'vital', 'structural', 'small', 'rational', 'proper', 'optimized', 'next', 'identification', 'ic', 'found', 'exception', 'aminoquinoline']"
"Migraine is a common neurovascular disease which has been classified as the sixth most disabling disorder. Current migraine therapy was triptans, however, riptans can cause contraction of blood vessels. Therefore, novel drugs without cardiovascular effects emerged, such as CGRP and selective 5-HT","['novel drugs without cardiovascular effects emerged', 'common neurovascular disease', 'current migraine therapy', 'selective 5', 'disabling disorder', 'cause contraction', 'blood vessels', 'migraine', 'triptans', 'therefore', 'sixth', 'riptans', 'ht', 'however', 'classified', 'cgrp']"
"Antimicrobial resistance is a main concern in tuberculosis treatment and is often associated with the emergence of Mycobacterium tuberculosis strains resistant to rifampicin (RIF), which is one of the cornerstones of tuberculosis chemotherapy. In this study, aminoalkyl-aromatic ring tails were appended to the C3 position of rifamycin core to assess the role of C3 substitutions to the anti-mycobacterial activity of the rifamycin antibiotics. The typical hydrazone unit of RIF was replaced by an amino-alkyl linkage to connect the aromatic ring tails with the rifamycin naphthoquinone core. Eight novel C3-(N-alkyl-aryl)-aminoalkyl analogues of rifamycin SV were synthesised and screened in vitro against wild-type HR37Rv and ""hypervirulent"" HN-878 strains, and a panel of rifampicin-resistant M. tuberculosis clinical isolates carrying mutations at the 522, 531 and 455 positions of the rpoB gene (RpoB","['tuberculosis clinical isolates carrying mutations', 'eight novel c3 -( n', 'aryl )- aminoalkyl analogues', 'mycobacterium tuberculosis strains resistant', 'typical hydrazone unit', 'aromatic ring tails', 'aromatic ring tails', 'rifamycin naphthoquinone core', 'tuberculosis treatment', 'tuberculosis chemotherapy', 'c3 substitutions', 'c3 position', '878 strains', 'rifamycin core', 'rifamycin sv', 'rifamycin antibiotics', 'type hr37rv', 'often associated', 'mycobacterial activity', 'main concern', 'antimicrobial resistance', '455 positions', 'rpob gene', 'rif ),', 'alkyl linkage', 'resistant', 'aminoalkyl', 'rpob', 'rif', 'alkyl', 'wild', 'vitro', 'synthesised', 'study', 'screened', 'role', 'rifampicin', 'rifampicin', 'replaced', 'panel', 'one', 'hypervirulent', 'hn', 'emergence', 'cornerstones', 'connect', 'assess', 'appended', 'anti', 'amino', '531', '522']"
"Starting from six potential hits identified in a virtual screening campaign directed to a cryptic pocket of BACE-1, at the edge of the catalytic cleft, we have synthesized and evaluated six hybrid compounds, designed to simultaneously reach BACE-1 secondary and catalytic sites and to exert additional activities of interest for Alzheimer's disease (AD). We have identified a lead compound with potent in vitro activity towards human BACE-1 and cholinesterases, moderate Aβ42 and tau antiaggregating activity, and brain permeability, which is nontoxic in neuronal cells and zebrafish embryos at concentrations above those required for the in vitro activities. This compound completely restored short- and long-term memory in a mouse model of AD (SAMP8) relative to healthy control strain SAMR1, shifted APP processing towards the non-amyloidogenic pathway, reduced tau phosphorylation, and increased the levels of synaptic proteins PSD95 and synaptophysin, thereby emerging as a promising disease-modifying, cognition-enhancing anti-AD lead.","['vitro activity towards human bace', 'shifted app processing towards', 'virtual screening campaign directed', 'healthy control strain samr1', 'evaluated six hybrid compounds', 'compound completely restored short', 'six potential hits identified', 'tau antiaggregating activity', 'synaptic proteins psd95', 'simultaneously reach bace', 'reduced tau phosphorylation', 'exert additional activities', 'vitro activities', 'lead compound', 'zebrafish embryos', 'thereby emerging', 'term memory', 'neuronal cells', 'mouse model', 'moderate aβ42', 'enhancing anti', 'cryptic pocket', 'catalytic sites', 'catalytic cleft', 'brain permeability', 'amyloidogenic pathway', 'ad lead', 'ad ).', 'promising disease', '1 secondary', 'bace', 'identified', 'ad', 'disease', '1', '1', 'synthesized', 'synaptophysin', 'starting', 'samp8', 'required', 'relative', 'potent', 'nontoxic', 'non', 'modifying', 'long', 'levels', 'interest', 'increased', 'edge', 'designed', 'concentrations', 'cognition', 'cholinesterases', 'alzheimer']"
"Histone lysine-specific demethylase 1 (LSD1) is an important epigenetic modulator, and is implicated in malignant transformation and tumor pathogenesis in different ways. Therefore, the inhibition of LSD1 provides an attractive therapeutic target for cancer therapy. Based on drug repurposing strategy, we screened our in-house chemical library toward LSD1, and found that the EGFR inhibitor erlotinib, an FDA-approved drug for lung cancer, possessed low potency against LSD1 (IC","['house chemical library toward lsd1', 'specific demethylase 1', 'possessed low potency', 'important epigenetic modulator', 'egfr inhibitor erlotinib', 'attractive therapeutic target', 'drug repurposing strategy', 'approved drug', 'lsd1 provides', 'tumor pathogenesis', 'malignant transformation', 'lung cancer', 'histone lysine', 'different ways', 'cancer therapy', 'lsd1', 'lsd1', 'therefore', 'screened', 'inhibition', 'implicated', 'ic', 'found', 'fda', 'based']"
"Transient receptor potential melastatin 2 (TRPM2) channel is associated with ischemia/reperfusion injury, inflammation, cancer and neurodegenerative diseases. However, the lack of specific inhibitors impedes the development of TRPM2 targeted therapeutic agents. To develop a selective TRPM2 inhibitor, three-dimensional similarity-based screening strategy was employed using the energy-minimized conformation of non-selective TRPM2 inhibitor 2-APB as the query structure, which resulted in the discovery of a novel tricyclic TRPM2 inhibitor Z-4 with benzo[d]imidazo[1,2-a]imidazole skeleton. A series of Z-4 derivatives were subsequently synthesized and evaluated using calcium imaging and electrophysiology approaches. Among them, preferred compounds ZA10 and ZA18 inhibited the TRPM2 channel with micromolar half-maximal inhibitory concentration values and exhibited TRPM2 selectivity over the TRPM8 channel, TRPV1 channel, InsP","['transient receptor potential melastatin 2', 'novel tricyclic trpm2 inhibitor z', 'maximal inhibitory concentration values', 'trpm2 targeted therapeutic agents', 'evaluated using calcium imaging', 'selective trpm2 inhibitor 2', 'selective trpm2 inhibitor', 'exhibited trpm2 selectivity', 'specific inhibitors impedes', 'preferred compounds za10', 'based screening strategy', 'employed using', 'trpm2 channel', 'za18 inhibited', 'subsequently synthesized', 'reperfusion injury', 'query structure', 'neurodegenerative diseases', 'minimized conformation', 'micromolar half', 'imidazole skeleton', 'electrophysiology approaches', 'dimensional similarity', 'trpv1 channel', 'trpm8 channel', '4 derivatives', '2', 'trpm2', 'z', 'channel', '4', 'three', 'series', 'resulted', 'non', 'lack', 'ischemia', 'insp', 'inflammation', 'imidazo', 'however', 'energy', 'discovery', 'development', 'develop', 'cancer', 'benzo', 'associated', 'apb', 'among', '1']"
"5-Fluorouracil (5-FU) and its prodrugs are the essential clinical drugs for colorectal cancer (CRC) treatment. However, the drug resistance of 5-FU has caused high mortality of CRC patients. Thus, it is urgent to develop reversal agents of 5-FU resistance. Sphingosine-1-phosphate receptor 2 (S1PR2) was proved to be a potential target for reversing 5-FU resistance, but the activity of known S1PR2 antagonists JTE-013 were weak in 5-FU-resistant cell lines. To develop more potent S1PR2 antagonists to treat 5-FU-resistant cancer, a series of JTE-013 derivatives were designed and synthesized. The most promising compound 40 could markedly reverse the resistance in 5-FU-resistant HCT116 cells and 5-FU-resistant SW620 cells via inhibiting the expression of dihydropyrimidine dehydrogenase (DPD). The key was that compound 40 with improved pharmacokinetic properties significantly increased the inhibitory rate of 5-FU in the SW620/5-FU cells xenograft model with no observable toxicity by inhibiting the expression of DPD in tumor and liver tissues. Altogether, these results suggest that compound 40 may be a promising drug candidate to reverse 5-FU resistance in the treatment of CRC.","['promising compound 40 could markedly reverse', 'improved pharmacokinetic properties significantly increased', 'resistant sw620 cells via inhibiting', 'fu cells xenograft model', 'known s1pr2 antagonists jte', 'compound 40 may', 'resistant hct116 cells', 'promising drug candidate', 'resistant cell lines', 'potent s1pr2 antagonists', 'phosphate receptor 2', 'essential clinical drugs', 'caused high mortality', 'develop reversal agents', 'compound 40', 'reverse 5', 'resistant cancer', 'drug resistance', 'results suggest', 'potential target', 'observable toxicity', 'liver tissues', 'inhibitory rate', 'dihydropyrimidine dehydrogenase', 'colorectal cancer', 'dpd ).', '013 derivatives', 'fu resistance', 'fu resistance', 'fu resistance', 'crc patients', 'treat 5', 'reversing 5', 'sw620', 'inhibiting', 's1pr2', 'jte', 'develop', 'resistance', 'fu', 'fu', 'fu', 'fu', 'fu', 'fu', 'fu', 'dpd', '013', 'crc', 'crc', '5', '5', '5', '5', '5', '5', '5', '5', '5', 'weak', 'urgent', 'tumor', 'treatment', 'treatment', 'thus', 'synthesized', 'sphingosine', 'series', 'proved', 'prodrugs', 'key', 'however', 'fluorouracil', 'expression', 'expression', 'designed', 'altogether', 'activity', '1']"
"Neuraminidase (NA) is an important target for the treatment of influenza. In this study, a new lead NA inhibitor, 4 (ZINC01121127), was discovered by pharmacophore-based virtual screening and molecular dynamic (MD) simulation. Some novel NA inhibitors containing thiophene ring were synthesized by optimizing the skeleton of the lead compound 4. Compound 4b had the most potent inhibitory activity against NA (IC","['novel na inhibitors containing thiophene ring', 'new lead na inhibitor', 'potent inhibitory activity', 'based virtual screening', 'lead compound 4', 'compound 4b', 'zinc01121127 ),', 'molecular dynamic', 'important target', 'na', 'na', '4', 'treatment', 'synthesized', 'study', 'skeleton', 'simulation', 'pharmacophore', 'optimizing', 'neuraminidase', 'md', 'influenza', 'ic', 'discovered']"
"Protease-targeted chimeras (PROTACs) are a new technology that is receiving much attention in the treatment of diseases. The mechanism is to inhibit protein function by hijacking the ubiquitin E3 ligase for protein degradation. Heterogeneous bifunctional PROTACs contain a ligand for recruiting E3 ligase, a linker, and another ligand to bind to the target protein for degradation. A variety of small-molecule PROTACs (CRBN, VHL, IAPs, MDM2, DCAF15, DCAF16, and RNF114-based PROTACs) have been identified so far. In particular, CRBN-based PROTACs (e.g., ARV-110 and ARV-471) have received more attention for their promising therapeutic intervention. To date, CRBN-based PRTOACs have been extensively explored worldwide and have excelled not only in cancer diseases but also in cardiovascular diseases, immune diseases, neurodegenerative diseases, and viral infections. In this review, we will provide a comprehensive update on the latest research progress in CRBN-based PRTOACs area. Following the criteria, such as disease area and drug target class, we will present the degradants in alphabetical order by target. We also provide our own perspective on the future prospects and potential challenges facing PROTACs.","['potential challenges facing protacs', 'heterogeneous bifunctional protacs contain', 'ubiquitin e3 ligase', 'recruiting e3 ligase', 'promising therapeutic intervention', 'latest research progress', 'extensively explored worldwide', 'inhibit protein function', 'receiving much attention', 'g ., arv', 'drug target class', 'based prtoacs area', 'based prtoacs', 'based protacs', 'based protacs', 'molecule protacs', 'disease area', 'target protein', 'viral infections', 'targeted chimeras', 'new technology', 'future prospects', 'comprehensive update', 'alphabetical order', 'protein degradation', 'neurodegenerative diseases', 'immune diseases', 'cardiovascular diseases', 'cancer diseases', 'another ligand', 'also provide', 'protacs', 'target', 'attention', 'arv', 'diseases', 'provide', 'ligand', 'degradation', 'also', 'vhl', 'variety', 'treatment', 'small', 'rnf114', 'review', 'received', 'protease', 'present', 'perspective', 'particular', 'mechanism', 'mdm2', 'linker', 'identified', 'iaps', 'hijacking', 'following', 'far', 'excelled', 'e', 'degradants', 'dcaf16', 'dcaf15', 'date', 'criteria', 'crbn', 'crbn', 'crbn', 'crbn', 'bind', '471', '110']"
